head,relation,tail
2110.01834,BELONGS_TO,Technology_artificial_intelligence
2501.15720,BELONGS_TO,Technology_natural_language_processing
2109.13123,BELONGS_TO,Technology_lstm
2408.01008,BELONGS_TO,Technology_artificial_intelligence
2204.01614,BELONGS_TO,Technology_artificial_intelligence
2205.06603,BELONGS_TO,Technology_natural_language_processing
2305.08246,BELONGS_TO,Technology_nlp
2110.14746,BELONGS_TO,Technology_transformer
2207.00221,PROPOSED,Method_language_processing
2306.00008,BELONGS_TO,Technology_transformer
2306.00008,BELONGS_TO,Technology_n_grams
2103.05763,BELONGS_TO,Technology_word_vectors
2103.05763,PROPOSED,Method_word_vectors
Method_word_vectors,USES,Technology_word_vectors
2306.05307,BELONGS_TO,Technology_natural_language_processing
1906.05664,BELONGS_TO,Technology_lstm
1906.05664,BELONGS_TO,Technology_transformer
2005.08148,PROPOSED,Method_word_vectors
2404.17975,BELONGS_TO,Technology_natural_language_processing
2404.17975,PROPOSED,Method_natural_language_processing
Method_natural_language_processing,USES,Technology_natural_language_processing
2106.05160,BELONGS_TO,Technology_natural_language_processing
2501.03904,BELONGS_TO,Technology_chatbots
1701.01437,BELONGS_TO,Technology_artificial_intelligence
2403.02292,BELONGS_TO,Technology_natural_language_processing
2411.18271,PROPOSED,Method_dci
2403.18160,BELONGS_TO,Technology_artificial_intelligence
2009.11616,BELONGS_TO,Technology_nlp
2411.05788,BELONGS_TO,Technology_artificial_intelligence
2205.08891,BELONGS_TO,Technology_natural_language_processing
2205.08891,BELONGS_TO,Technology_uml
2205.08891,PROPOSED,Method_uml
2205.08891,PROPOSED,Method_natural_language_processing
Method_uml,USES,Technology_natural_language_processing
Method_uml,USES,Technology_uml
Method_uml,IMPROVES,Method_natural_language_processing
Method_natural_language_processing,USES,Technology_uml
Method_natural_language_processing,IMPROVES,Method_uml
1708.01766,BELONGS_TO,Technology_controlled_vocabulary
2210.03003,BELONGS_TO,Technology_bert
2407.19998,BELONGS_TO,Technology_wordnets
2403.17549,BELONGS_TO,Technology_artificial_intelligence
2403.17549,PROPOSED,Method_artificial_intelligence
2309.10880,BELONGS_TO,Technology_natural_language_processing
2105.09825,BELONGS_TO,Technology_natural_language_processing
2412.13745,BELONGS_TO,Technology_natural_language_processing
2211.00915,BELONGS_TO,Technology_natural_language_processing
2108.04990,BELONGS_TO,Technology_natural_language_processing
2204.05426,BELONGS_TO,Technology_robot
2306.09782,BELONGS_TO,Technology_gpt
2408.15518,BELONGS_TO,Technology_artificial_intelligence
2412.12893,RESEARCH_ON,Task_question_answering
2410.16520,BELONGS_TO,Technology_natural_language_processing
2102.03596,BELONGS_TO,Technology_natural_language_processing
2111.09927,BELONGS_TO,Technology_natural_language_processing
1907.09395,BELONGS_TO,Technology_social_networks
1301.2857,BELONGS_TO,Technology_natural_language_processing
2202.04847,BELONGS_TO,Technology_artificial_intelligence
1902.05170,BELONGS_TO,Technology_natural_language_processing
2302.10499,BELONGS_TO,Technology_natural_language_processing
2501.07670,BELONGS_TO,Technology_natural_language_processing
2106.08254,BELONGS_TO,Technology_bert
2106.08254,PROPOSED,Method_learning
Method_learning,USES,Technology_bert
2004.14283,BELONGS_TO,Technology_natural_language_processing
1811.00070,BELONGS_TO,Technology_lstm
2306.01705,PROPOSED,Method_natural_language_processing
1910.00637,BELONGS_TO,Technology_natural_language_processing
2502.00865,RESEARCH_ON,Task_dictionary
1601.06081,BELONGS_TO,Technology_natural_language_processing
2305.14555,BELONGS_TO,Technology_natural_language_processing
1807.00914,BELONGS_TO,Technology_natural_language_processing
1504.05070,RESEARCH_ON,Task_text_classification
2111.13440,BELONGS_TO,Technology_gpt
2111.13440,BELONGS_TO,Technology_natural_language_processing
2111.13440,PROPOSED,Method_gpt
Method_gpt,USES,Technology_gpt
Method_gpt,USES,Technology_natural_language_processing
2205.10743,BELONGS_TO,Technology_word_vectors
2203.13273,PROPOSED,Method_ai
2308.04838,BELONGS_TO,Technology_artificial_intelligence
2308.04838,PROPOSED,Method_artificial_intelligence
2003.10555,BELONGS_TO,Technology_natural_language_processing
2003.10555,BELONGS_TO,Technology_gpt
2003.10555,RESEARCH_ON,Task_xml
Technology_natural_language_processing,BELONGS_TO,Task_xml
Technology_gpt,BELONGS_TO,Task_xml
2310.13031,BELONGS_TO,Technology_natural_language_processing
2401.09685,BELONGS_TO,Technology_natural_language_processing
2401.09685,BELONGS_TO,Technology_artificial_intelligence
2401.09685,PROPOSED,Method_natural_language_processing
2401.09685,PROPOSED,Method_em_algorithm
Method_natural_language_processing,USES,Technology_artificial_intelligence
Method_natural_language_processing,IMPROVES,Method_em_algorithm
Method_em_algorithm,USES,Technology_natural_language_processing
Method_em_algorithm,USES,Technology_artificial_intelligence
Method_em_algorithm,IMPROVES,Method_natural_language_processing
2401.03797,BELONGS_TO,Technology_natural_language_processing
2104.14102,BELONGS_TO,Technology_artificial_intelligence
2205.09209,BELONGS_TO,Technology_linguistics
2205.09209,PROPOSED,Method_linguistics
Method_linguistics,USES,Technology_linguistics
2203.02652,BELONGS_TO,Technology_natural_language_processing
2401.12375,BELONGS_TO,Technology_natural_language_processing
2212.04688,BELONGS_TO,Technology_social_networks
2106.02134,BELONGS_TO,Technology_natural_language_processing
1907.02065,BELONGS_TO,Technology_natural_language_processing
2211.15363,BELONGS_TO,Technology_natural_language_processing
2212.09409,BELONGS_TO,Technology_natural_language_processing
2306.08640,BELONGS_TO,Technology_ai
2404.00439,BELONGS_TO,Technology_artificial_intelligence
2106.04437,BELONGS_TO,Technology_natural_language_processing
2205.09803,BELONGS_TO,Technology_natural_language_processing
2206.05229,BELONGS_TO,Technology_artificial_intelligence
2501.19301,BELONGS_TO,Technology_artificial_intelligence
2303.17564,BELONGS_TO,Technology_natural_language_processing
2305.18699,BELONGS_TO,Technology_transformer
1702.01417,BELONGS_TO,Technology_natural_language_processing
1702.01417,BELONGS_TO,Technology_embedding
2402.09973,BELONGS_TO,Technology_natural_language_processing
2305.06404,BELONGS_TO,Technology_natural_language_processing
2204.10196,PROPOSED,Method_text_categorization
2108.01063,BELONGS_TO,Technology_bert
2108.01063,PROPOSED,Method_bert
Method_bert,USES,Technology_bert
2204.07288,BELONGS_TO,Technology_natural_language_processing
2403.20101,BELONGS_TO,Technology_natural_language_processing
2003.07008,BELONGS_TO,Technology_natural_language_processing
2306.16793,BELONGS_TO,Technology_gpt
2212.00105,BELONGS_TO,Technology_natural_language_processing
2408.03172,BELONGS_TO,Technology_bert
1905.07830,BELONGS_TO,Technology_bert
2210.14970,BELONGS_TO,Technology_ai
2210.14970,PROPOSED,Method_n_grams
Method_n_grams,USES,Technology_ai
2408.03246,BELONGS_TO,Technology_natural_language_processing
2311.03627,RESEARCH_ON,Task_natural_language_processing
2006.01346,BELONGS_TO,Technology_natural_language_processing
2304.01295,PROPOSED,Method_proving
1908.05672,BELONGS_TO,Technology_transformer
2409.15368,BELONGS_TO,Technology_artificial_intelligence
1906.10861,BELONGS_TO,Technology_natural_language_processing
2410.19021,BELONGS_TO,Technology_artificial_intelligence
1804.05868,BELONGS_TO,Technology_natural_language_processing
2410.08327,BELONGS_TO,Technology_natural_language_processing
2210.11560,BELONGS_TO,Technology_natural_language_processing
2205.12701,BELONGS_TO,Technology_natural_language_processing
2208.09684,PROPOSED,Method_question_answering
1806.03537,BELONGS_TO,Technology_natural_language_processing
1911.05727,BELONGS_TO,Technology_artificial_intelligence
2410.00086,BELONGS_TO,Technology_france
2110.05464,BELONGS_TO,Technology_natural_language_processing
1710.10504,BELONGS_TO,Technology_natural_language_processing
2405.00522,BELONGS_TO,Technology_transformer
2405.00522,BELONGS_TO,Technology_social_networks
2405.00522,RESEARCH_ON,Task_dom
Technology_transformer,BELONGS_TO,Task_dom
Technology_social_networks,BELONGS_TO,Task_dom
2406.12009,BELONGS_TO,Technology_artificial_intelligence
2406.12009,BELONGS_TO,Technology_natural_language_processing
1810.10499,BELONGS_TO,Technology_wikipedia
2406.16833,BELONGS_TO,Technology_gpt
2212.12669,BELONGS_TO,Technology_dom
2201.00235,BELONGS_TO,Technology_dialogue
2305.14800,BELONGS_TO,Technology_large_language_models
2211.02415,BELONGS_TO,Technology_ai
2306.15895,BELONGS_TO,Technology_chatbots
2009.08605,BELONGS_TO,Technology_gpt
2405.11180,BELONGS_TO,Technology_natural_language_processing
2306.03678,PROPOSED,Method_xml
2408.01099,BELONGS_TO,Technology_artificial_intelligence
2311.03566,BELONGS_TO,Technology_artificial_intelligence
2208.14252,BELONGS_TO,Technology_natural_language_processing
2411.15391,BELONGS_TO,Technology_natural_language_processing
2407.18525,BELONGS_TO,Technology_natural_language_processing
2311.16534,BELONGS_TO,Technology_ai
2402.18593,BELONGS_TO,Technology_artificial_intelligence
2107.07113,BELONGS_TO,Technology_natural_language_processing
2110.07383,PROPOSED,Method_gpt
2205.01204,BELONGS_TO,Technology_nlp
2407.03791,BELONGS_TO,Technology_chatbots
2501.06210,BELONGS_TO,Technology_artificial_intelligence
2311.15436,BELONGS_TO,Technology_natural_language_processing
2402.11111,BELONGS_TO,Technology_lstm
2411.01213,RESEARCH_ON,Task_semantics
2310.07644,BELONGS_TO,Technology_natural_language_processing
1704.07092,BELONGS_TO,Technology_gpt
2411.00796,BELONGS_TO,Technology_natural_language_processing
2309.13222,PROPOSED,Method_machine_translation
2310.11520,RESEARCH_ON,Task_evaluation
2306.09247,BELONGS_TO,Technology_natural_language_processing
2203.10442,PROPOSED,Method_machine_learning
1801.09936,BELONGS_TO,Technology_natural_language_processing
2404.14419,PROPOSED,Method_parsing
2005.04304,PROPOSED,Method_language_models
2210.12197,BELONGS_TO,Technology_artificial_intelligence
2411.08752,BELONGS_TO,Technology_artificial_intelligence
2308.12519,BELONGS_TO,Technology_natural_language_processing
2304.10578,BELONGS_TO,Technology_artificial_intelligence
2303.13521,BELONGS_TO,Technology_artificial_intelligence
2010.04053,PROPOSED,Method_text_processing
2108.11703,PROPOSED,Method_machine_translation
2309.07136,BELONGS_TO,Technology_transformer
2311.07361,BELONGS_TO,Technology_gpt
2402.02639,BELONGS_TO,Technology_natural_language_processing
2105.12122,RESEARCH_ON,Task_regular_expressions
1909.09490,BELONGS_TO,Technology_natural_language_processing
2004.11695,BELONGS_TO,Technology_natural_language_processing
2004.11695,BELONGS_TO,Technology_social_networks
1808.09386,PROPOSED,Method_france
2107.05151,BELONGS_TO,Technology_wikipedia
2302.09419,BELONGS_TO,Technology_artificial_intelligence
2309.07755,BELONGS_TO,Technology_artificial_intelligence
2309.07755,PROPOSED,Method_artificial_intelligence
2202.00540,BELONGS_TO,Technology_natural_language_processing
2303.13367,BELONGS_TO,Technology_gpt
2406.16489,BELONGS_TO,Technology_artificial_intelligence
2404.17391,RESEARCH_ON,Task_text_classification
2404.17391,RESEARCH_ON,Task_regular_expressions
2109.07102,BELONGS_TO,Technology_natural_language_processing
2103.14580,PROPOSED,Method_content_annotation
1908.06203,RESEARCH_ON,Task_natural_language_processing
1709.03637,BELONGS_TO,Technology_natural_language_processing
2110.10746,BELONGS_TO,Technology_bert
2408.09574,BELONGS_TO,Technology_natural_language_processing
2009.06054,BELONGS_TO,Technology_artificial_intelligence
2205.11916,RESEARCH_ON,Task_algorithms
2205.00620,BELONGS_TO,Technology_natural_language_processing
2311.09214,BELONGS_TO,Technology_natural_language_processing
2401.11487,BELONGS_TO,Technology_natural_language_processing
2305.17442,BELONGS_TO,Technology_natural_language_processing
2405.11029,BELONGS_TO,Technology_artificial_intelligence
2412.16075,BELONGS_TO,Technology_artificial_intelligence
2101.00259,BELONGS_TO,Technology_natural_language_processing
2305.18108,PROPOSED,Method_remodularization
2312.16548,BELONGS_TO,Technology_artificial_intelligence
2404.18961,BELONGS_TO,Technology_xml
2008.01687,BELONGS_TO,Technology_artificial_intelligence
2201.03425,BELONGS_TO,Technology_natural_language_processing
2309.14084,BELONGS_TO,Technology_artificial_intelligence
2309.14084,BELONGS_TO,Technology_social_networks
1401.5697,BELONGS_TO,Technology_wordnets
2008.12760,BELONGS_TO,Technology_artificial_intelligence
2312.08198,BELONGS_TO,Technology_natural_language_processing
2310.14820,BELONGS_TO,Technology_natural_language_processing
2012.13189,BELONGS_TO,Technology_natural_language_processing
2110.08633,BELONGS_TO,Technology_gpt
2310.07715,BELONGS_TO,Technology_natural_language_processing
2212.13860,RESEARCH_ON,Task_cognition
2301.12715,BELONGS_TO,Technology_dom
2106.09449,BELONGS_TO,Technology_dci
2407.15835,PROPOSED,Method_cognition
2405.01610,BELONGS_TO,Technology_natural_language_processing
2211.00727,BELONGS_TO,Technology_natural_language_processing
2211.01736,BELONGS_TO,Technology_gpt
2111.11865,BELONGS_TO,Technology_natural_language_processing
1505.05008,BELONGS_TO,Technology_natural_language_processing
2407.02711,BELONGS_TO,Technology_artificial_intelligence
2407.12882,BELONGS_TO,Technology_chatbots
2105.03979,BELONGS_TO,Technology_transformer
2105.03979,PROPOSED,Method_transformer
2411.05934,BELONGS_TO,Technology_natural_language_processing
1911.00359,PROPOSED,Method_embedding
1611.00315,PROPOSED,Method_em_algorithm
2310.03293,BELONGS_TO,Technology_large_language_models
2412.07000,PROPOSED,Method_uml
2407.06564,BELONGS_TO,Technology_artificial_intelligence
1812.04718,PROPOSED,Method_visual_analysis
2203.15996,BELONGS_TO,Technology_natural_language_processing
2105.12202,BELONGS_TO,Technology_natural_language_processing
2312.09323,BELONGS_TO,Technology_artificial_intelligence
2211.14228,BELONGS_TO,Technology_gpt
2211.14228,PROPOSED,Method_gpt
Method_gpt,USES,Technology_gpt
2311.05089,BELONGS_TO,Technology_natural_language_processing
1901.10055,BELONGS_TO,Technology_natural_language_processing
2412.18582,PROPOSED,Method_proving
2412.18582,RESEARCH_ON,Task_proving
2412.18582,RESEARCH_ON,Task_question_answering
2412.18582,RESEARCH_ON,Task_xml
Method_proving,EVALUATES,Task_proving
Method_proving,EVALUATES,Task_question_answering
Method_proving,EVALUATES,Task_xml
1804.07927,BELONGS_TO,Technology_natural_language_processing
2310.02124,BELONGS_TO,Technology_natural_language_processing
2310.02124,BELONGS_TO,Technology_ai
2306.07052,PROPOSED,Method_gpt
2310.10187,BELONGS_TO,Technology_natural_language_processing
2401.06356,BELONGS_TO,Technology_natural_language_processing
2312.15561,BELONGS_TO,Technology_artificial_intelligence
2309.08873,BELONGS_TO,Technology_wikipedia
1604.04661,BELONGS_TO,Technology_natural_language_processing
1609.09171,BELONGS_TO,Technology_lstm
2501.01227,PROPOSED,Method_automation
1804.07847,BELONGS_TO,Technology_natural_language_processing
2211.08543,BELONGS_TO,Technology_natural_language_processing
2402.13183,BELONGS_TO,Technology_natural_language_processing
2210.03849,BELONGS_TO,Technology_natural_language_processing
2502.00586,PROPOSED,Method_bert
2303.01577,PROPOSED,Method_em_algorithm
2405.07813,BELONGS_TO,Technology_natural_language_processing
2104.07944,BELONGS_TO,Technology_natural_language_processing
2310.18427,BELONGS_TO,Technology_artificial_intelligence
2310.08041,BELONGS_TO,Technology_natural_language_processing
2204.08960,BELONGS_TO,Technology_natural_language_processing
2203.08075,BELONGS_TO,Technology_natural_language_processing
2203.08948,BELONGS_TO,Technology_synset
2404.06217,BELONGS_TO,Technology_transformer
2404.06217,PROPOSED,Method_transformer
2409.02649,PROPOSED,Method_lstm
2304.02796,BELONGS_TO,Technology_chatbots
2405.16818,BELONGS_TO,Technology_vrml
2103.11401,BELONGS_TO,Technology_natural_language_processing
2103.11401,PROPOSED,Method_natural_language_processing
2402.10063,PROPOSED,Method_dci
1709.00028,BELONGS_TO,Technology_natural_language_processing
1911.07613,BELONGS_TO,Technology_lstm
1909.01953,BELONGS_TO,Technology_natural_language_processing
2003.01821,RESEARCH_ON,Task_text_classification
2501.03332,BELONGS_TO,Technology_natural_language_processing
2408.12850,BELONGS_TO,Technology_natural_language_processing
2409.19458,BELONGS_TO,Technology_natural_language_processing
2006.15585,BELONGS_TO,Technology_lstm
2006.15585,BELONGS_TO,Technology_social_networks
2002.08046,BELONGS_TO,Technology_lstm
2002.08046,PROPOSED,Method_lstm
2002.08046,PROPOSED,Method_transformer
Method_lstm,USES,Technology_lstm
Method_lstm,IMPROVES,Method_transformer
Method_transformer,USES,Technology_lstm
Method_transformer,IMPROVES,Method_lstm
2209.05706,BELONGS_TO,Technology_natural_language_processing
2409.11917,BELONGS_TO,Technology_natural_language_processing
2012.15520,BELONGS_TO,Technology_natural_language_processing
2012.15520,BELONGS_TO,Technology_wikipedia
2405.17610,PROPOSED,Method_em_algorithm
2012.00633,BELONGS_TO,Technology_natural_language_processing
1802.00400,BELONGS_TO,Technology_wikipedia
2405.11575,BELONGS_TO,Technology_natural_language_processing
2011.00621,BELONGS_TO,Technology_artificial_intelligence
2004.00033,BELONGS_TO,Technology_natural_language_processing
2401.16515,BELONGS_TO,Technology_artificial_intelligence
2210.16978,BELONGS_TO,Technology_xml
2212.09254,BELONGS_TO,Technology_natural_language_processing
2108.12229,BELONGS_TO,Technology_natural_language_processing
2108.12229,PROPOSED,Method_social_networks
Method_social_networks,USES,Technology_natural_language_processing
2206.01677,BELONGS_TO,Technology_natural_language_processing
2303.03235,PROPOSED,Method_n_grams
2305.04567,BELONGS_TO,Technology_artificial_intelligence
2210.09537,BELONGS_TO,Technology_natural_language_processing
2310.20111,BELONGS_TO,Technology_natural_language_processing
2101.00433,BELONGS_TO,Technology_artificial_intelligence
2303.13939,BELONGS_TO,Technology_natural_language_processing
2205.01376,BELONGS_TO,Technology_natural_language_processing
2308.06013,BELONGS_TO,Technology_large_language_models
2208.07846,BELONGS_TO,Technology_natural_language_processing
2108.07533,BELONGS_TO,Technology_natural_language_processing
2303.02861,BELONGS_TO,Technology_natural_language_processing
2303.02861,PROPOSED,Method_human-computer_interaction
Method_human-computer_interaction,USES,Technology_natural_language_processing
2308.02042,BELONGS_TO,Technology_lstm
2308.02042,BELONGS_TO,Technology_natural_language_processing
2403.03581,BELONGS_TO,Technology_artificial_intelligence
2403.03581,PROPOSED,Method_artificial_intelligence
2402.13572,BELONGS_TO,Technology_transformer
2305.03353,BELONGS_TO,Technology_gpt
2402.01748,BELONGS_TO,Technology_artificial_intelligence
2306.14924,BELONGS_TO,Technology_artificial_intelligence
2008.10031,BELONGS_TO,Technology_twitter
1906.02829,BELONGS_TO,Technology_natural_language_processing
1905.00079,BELONGS_TO,Technology_intent
2201.08066,BELONGS_TO,Technology_natural_language_processing
1308.4648,BELONGS_TO,Technology_france
2412.13988,BELONGS_TO,Technology_natural_language_processing
2006.05602,BELONGS_TO,Technology_natural_language_processing
2309.01398,BELONGS_TO,Technology_chatbots
2309.01398,PROPOSED,Method_chatbots
Method_chatbots,USES,Technology_chatbots
2106.14616,PROPOSED,Method_text_processing
2410.15801,BELONGS_TO,Technology_natural_language_processing
2305.18086,BELONGS_TO,Technology_chatbots
2305.18086,BELONGS_TO,Technology_artificial_intelligence
2401.05433,BELONGS_TO,Technology_bert
2310.14480,PROPOSED,Method_natural
2003.14199,BELONGS_TO,Technology_computer_science
2002.12312,PROPOSED,Method_synset
2203.09435,BELONGS_TO,Technology_natural_language_processing
2203.09435,PROPOSED,Method_natural_language_processing
2010.02005,BELONGS_TO,Technology_bert
2010.02005,BELONGS_TO,Technology_bert
2405.09948,BELONGS_TO,Technology_natural_language_processing
1904.06941,BELONGS_TO,Technology_natural_language_processing
1909.05166,BELONGS_TO,Technology_lstm
1903.10238,BELONGS_TO,Technology_natural_language_processing
2401.06817,BELONGS_TO,Technology_bert
2312.00292,BELONGS_TO,Technology_natural_language_processing
2306.09719,BELONGS_TO,Technology_chatbots
2210.02570,RESEARCH_ON,Task_robot
2108.10791,BELONGS_TO,Technology_natural_language_processing
1906.07934,PROPOSED,Method_text_processing
2204.05193,BELONGS_TO,Technology_wikipedia
2204.11115,PROPOSED,Method_lstm
2204.11115,PROPOSED,Method_transformer
Method_lstm,IMPROVES,Method_transformer
Method_transformer,IMPROVES,Method_lstm
2005.00633,BELONGS_TO,Technology_natural_language_processing
2401.14818,BELONGS_TO,Technology_artificial_intelligence
1902.08684,PROPOSED,Method_word_vectors
1708.02579,BELONGS_TO,Technology_synset
2301.09790,BELONGS_TO,Technology_gpt
2301.00646,BELONGS_TO,Technology_artificial_intelligence
2007.03704,BELONGS_TO,Technology_lstm
2309.06256,BELONGS_TO,Technology_parsing
2412.07255,BELONGS_TO,Technology_artificial_intelligence
2205.06203,PROPOSED,Method_language_models
2310.12575,BELONGS_TO,Technology_natural_language_processing
2502.11006,BELONGS_TO,Technology_artificial_intelligence
2103.06598,BELONGS_TO,Technology_natural_language_processing
2103.05292,BELONGS_TO,Technology_feature_selection
2004.07807,RESEARCH_ON,Task_natural_language_processing
1906.02768,RESEARCH_ON,Task_vrml
2208.09015,BELONGS_TO,Technology_transformer
2404.06039,BELONGS_TO,Technology_natural_language_processing
2307.09885,BELONGS_TO,Technology_artificial_intelligence
2010.02587,BELONGS_TO,Technology_natural_language_processing
2212.06951,BELONGS_TO,Technology_artificial_intelligence
2404.10136,PROPOSED,Method_parsing
2412.20414,BELONGS_TO,Technology_artificial_intelligence
2412.20414,BELONGS_TO,Technology_natural_language_processing
2411.02538,BELONGS_TO,Technology_lstm
2108.10168,BELONGS_TO,Technology_artificial_intelligence
2402.18121,BELONGS_TO,Technology_large_language_models
2407.10554,BELONGS_TO,Technology_chatbots
2107.05164,BELONGS_TO,Technology_natural_language_processing
2107.05164,PROPOSED,Method_natural_language_processing
Method_natural_language_processing,USES,Technology_natural_language_processing
2104.10097,BELONGS_TO,Technology_artificial_intelligence
1811.00770,BELONGS_TO,Technology_web_intelligence
