head,relation,tail
2410.16520,BELONGS_TO,Technology_natural_language_processing
2102.03596,BELONGS_TO,Technology_natural_language_processing
2111.09927,BELONGS_TO,Technology_natural_language_processing
1907.09395,BELONGS_TO,Technology_social_networks
1301.2857,BELONGS_TO,Technology_natural_language_processing
2202.04847,BELONGS_TO,Technology_artificial_intelligence
1902.05170,BELONGS_TO,Technology_natural_language_processing
2302.10499,BELONGS_TO,Technology_natural_language_processing
2501.07670,BELONGS_TO,Technology_natural_language_processing
2106.08254,BELONGS_TO,Technology_bert
2004.14283,BELONGS_TO,Technology_natural_language_processing
1811.00070,BELONGS_TO,Technology_lstm
1910.00637,BELONGS_TO,Technology_natural_language_processing
1601.06081,BELONGS_TO,Technology_natural_language_processing
2305.14555,BELONGS_TO,Technology_natural_language_processing
1807.00914,BELONGS_TO,Technology_natural_language_processing
2111.13440,BELONGS_TO,Technology_gpt
2111.13440,BELONGS_TO,Technology_natural_language_processing
2205.10743,BELONGS_TO,Technology_word_vectors
2308.04838,BELONGS_TO,Technology_artificial_intelligence
2003.10555,BELONGS_TO,Technology_natural_language_processing
2003.10555,BELONGS_TO,Technology_gpt
2310.13031,BELONGS_TO,Technology_natural_language_processing
2401.09685,BELONGS_TO,Technology_natural_language_processing
2401.09685,BELONGS_TO,Technology_artificial_intelligence
2401.03797,BELONGS_TO,Technology_natural_language_processing
2104.14102,BELONGS_TO,Technology_artificial_intelligence
2205.09209,BELONGS_TO,Technology_linguistics
2203.02652,BELONGS_TO,Technology_natural_language_processing
2401.12375,BELONGS_TO,Technology_natural_language_processing
2212.04688,BELONGS_TO,Technology_social_networks
2106.02134,BELONGS_TO,Technology_natural_language_processing
1907.02065,BELONGS_TO,Technology_natural_language_processing
2211.15363,BELONGS_TO,Technology_natural_language_processing
2212.09409,BELONGS_TO,Technology_natural_language_processing
2306.08640,BELONGS_TO,Technology_ai
2404.00439,BELONGS_TO,Technology_artificial_intelligence
2106.04437,BELONGS_TO,Technology_natural_language_processing
2205.09803,BELONGS_TO,Technology_natural_language_processing
2206.05229,BELONGS_TO,Technology_artificial_intelligence
2501.19301,BELONGS_TO,Technology_artificial_intelligence
2303.17564,BELONGS_TO,Technology_natural_language_processing
2305.18699,BELONGS_TO,Technology_transformer
1702.01417,BELONGS_TO,Technology_natural_language_processing
1702.01417,BELONGS_TO,Technology_embedding
2402.09973,BELONGS_TO,Technology_natural_language_processing
2305.06404,BELONGS_TO,Technology_natural_language_processing
2108.01063,BELONGS_TO,Technology_bert
2204.07288,BELONGS_TO,Technology_natural_language_processing
2403.20101,BELONGS_TO,Technology_natural_language_processing
2003.07008,BELONGS_TO,Technology_natural_language_processing
2306.16793,BELONGS_TO,Technology_gpt
2212.00105,BELONGS_TO,Technology_natural_language_processing
2408.03172,BELONGS_TO,Technology_bert
1905.07830,BELONGS_TO,Technology_bert
2210.14970,BELONGS_TO,Technology_ai
2408.03246,BELONGS_TO,Technology_natural_language_processing
2006.01346,BELONGS_TO,Technology_natural_language_processing
1908.05672,BELONGS_TO,Technology_transformer
2409.15368,BELONGS_TO,Technology_artificial_intelligence
1906.10861,BELONGS_TO,Technology_natural_language_processing
2410.19021,BELONGS_TO,Technology_artificial_intelligence
1804.05868,BELONGS_TO,Technology_natural_language_processing
2410.08327,BELONGS_TO,Technology_natural_language_processing
2210.11560,BELONGS_TO,Technology_natural_language_processing
2205.12701,BELONGS_TO,Technology_natural_language_processing
1806.03537,BELONGS_TO,Technology_natural_language_processing
1911.05727,BELONGS_TO,Technology_artificial_intelligence
2410.00086,BELONGS_TO,Technology_france
2110.05464,BELONGS_TO,Technology_natural_language_processing
1710.10504,BELONGS_TO,Technology_natural_language_processing
2405.00522,BELONGS_TO,Technology_transformer
2405.00522,BELONGS_TO,Technology_social_networks
2406.12009,BELONGS_TO,Technology_artificial_intelligence
2406.12009,BELONGS_TO,Technology_natural_language_processing
1810.10499,BELONGS_TO,Technology_wikipedia
2406.16833,BELONGS_TO,Technology_gpt
2212.12669,BELONGS_TO,Technology_dom
2201.00235,BELONGS_TO,Technology_dialogue
2305.14800,BELONGS_TO,Technology_large_language_models
2211.02415,BELONGS_TO,Technology_ai
2306.15895,BELONGS_TO,Technology_chatbots
2009.08605,BELONGS_TO,Technology_gpt
2405.11180,BELONGS_TO,Technology_natural_language_processing
2408.01099,BELONGS_TO,Technology_artificial_intelligence
2311.03566,BELONGS_TO,Technology_artificial_intelligence
2208.14252,BELONGS_TO,Technology_natural_language_processing
2411.15391,BELONGS_TO,Technology_natural_language_processing
2407.18525,BELONGS_TO,Technology_natural_language_processing
2311.16534,BELONGS_TO,Technology_ai
2402.18593,BELONGS_TO,Technology_artificial_intelligence
2107.07113,BELONGS_TO,Technology_natural_language_processing
2205.01204,BELONGS_TO,Technology_nlp
2407.03791,BELONGS_TO,Technology_chatbots
2501.06210,BELONGS_TO,Technology_artificial_intelligence
2311.15436,BELONGS_TO,Technology_natural_language_processing
2402.11111,BELONGS_TO,Technology_lstm
2310.07644,BELONGS_TO,Technology_natural_language_processing
1704.07092,BELONGS_TO,Technology_gpt
2411.00796,BELONGS_TO,Technology_natural_language_processing
2306.09247,BELONGS_TO,Technology_natural_language_processing
1801.09936,BELONGS_TO,Technology_natural_language_processing
2210.12197,BELONGS_TO,Technology_artificial_intelligence
2411.08752,BELONGS_TO,Technology_artificial_intelligence
2308.12519,BELONGS_TO,Technology_natural_language_processing
2304.10578,BELONGS_TO,Technology_artificial_intelligence
2303.13521,BELONGS_TO,Technology_artificial_intelligence
2309.07136,BELONGS_TO,Technology_transformer
2311.07361,BELONGS_TO,Technology_gpt
2402.02639,BELONGS_TO,Technology_natural_language_processing
1909.09490,BELONGS_TO,Technology_natural_language_processing
2004.11695,BELONGS_TO,Technology_natural_language_processing
2004.11695,BELONGS_TO,Technology_social_networks
2107.05151,BELONGS_TO,Technology_wikipedia
2302.09419,BELONGS_TO,Technology_artificial_intelligence
2309.07755,BELONGS_TO,Technology_artificial_intelligence
2202.00540,BELONGS_TO,Technology_natural_language_processing
2303.13367,BELONGS_TO,Technology_gpt
2406.16489,BELONGS_TO,Technology_artificial_intelligence
2109.07102,BELONGS_TO,Technology_natural_language_processing
1709.03637,BELONGS_TO,Technology_natural_language_processing
2110.10746,BELONGS_TO,Technology_bert
2408.09574,BELONGS_TO,Technology_natural_language_processing
2009.06054,BELONGS_TO,Technology_artificial_intelligence
2205.00620,BELONGS_TO,Technology_natural_language_processing
2311.09214,BELONGS_TO,Technology_natural_language_processing
2401.11487,BELONGS_TO,Technology_natural_language_processing
2305.17442,BELONGS_TO,Technology_natural_language_processing
2405.11029,BELONGS_TO,Technology_artificial_intelligence
2412.16075,BELONGS_TO,Technology_artificial_intelligence
2101.00259,BELONGS_TO,Technology_natural_language_processing
2312.16548,BELONGS_TO,Technology_artificial_intelligence
2404.18961,BELONGS_TO,Technology_xml
2008.01687,BELONGS_TO,Technology_artificial_intelligence
2201.03425,BELONGS_TO,Technology_natural_language_processing
2309.14084,BELONGS_TO,Technology_artificial_intelligence
2309.14084,BELONGS_TO,Technology_social_networks
1401.5697,BELONGS_TO,Technology_wordnets
2008.12760,BELONGS_TO,Technology_artificial_intelligence
2312.08198,BELONGS_TO,Technology_natural_language_processing
2310.14820,BELONGS_TO,Technology_natural_language_processing
2012.13189,BELONGS_TO,Technology_natural_language_processing
2110.08633,BELONGS_TO,Technology_gpt
2310.07715,BELONGS_TO,Technology_natural_language_processing
2301.12715,BELONGS_TO,Technology_dom
2106.09449,BELONGS_TO,Technology_dci
2405.01610,BELONGS_TO,Technology_natural_language_processing
2211.00727,BELONGS_TO,Technology_natural_language_processing
2211.01736,BELONGS_TO,Technology_gpt
2111.11865,BELONGS_TO,Technology_natural_language_processing
1505.05008,BELONGS_TO,Technology_natural_language_processing
2407.02711,BELONGS_TO,Technology_artificial_intelligence
2407.12882,BELONGS_TO,Technology_chatbots
2105.03979,BELONGS_TO,Technology_transformer
2411.05934,BELONGS_TO,Technology_natural_language_processing
2310.03293,BELONGS_TO,Technology_large_language_models
2407.06564,BELONGS_TO,Technology_artificial_intelligence
2203.15996,BELONGS_TO,Technology_natural_language_processing
2105.12202,BELONGS_TO,Technology_natural_language_processing
2312.09323,BELONGS_TO,Technology_artificial_intelligence
2211.14228,BELONGS_TO,Technology_gpt
2311.05089,BELONGS_TO,Technology_natural_language_processing
1901.10055,BELONGS_TO,Technology_natural_language_processing
1804.07927,BELONGS_TO,Technology_natural_language_processing
2310.02124,BELONGS_TO,Technology_natural_language_processing
2310.02124,BELONGS_TO,Technology_ai
2310.10187,BELONGS_TO,Technology_natural_language_processing
2401.06356,BELONGS_TO,Technology_natural_language_processing
2312.15561,BELONGS_TO,Technology_artificial_intelligence
2309.08873,BELONGS_TO,Technology_wikipedia
1604.04661,BELONGS_TO,Technology_natural_language_processing
1609.09171,BELONGS_TO,Technology_lstm
1804.07847,BELONGS_TO,Technology_natural_language_processing
2211.08543,BELONGS_TO,Technology_natural_language_processing
2402.13183,BELONGS_TO,Technology_natural_language_processing
2210.03849,BELONGS_TO,Technology_natural_language_processing
2405.07813,BELONGS_TO,Technology_natural_language_processing
2104.07944,BELONGS_TO,Technology_natural_language_processing
2310.18427,BELONGS_TO,Technology_artificial_intelligence
2310.08041,BELONGS_TO,Technology_natural_language_processing
2204.08960,BELONGS_TO,Technology_natural_language_processing
2203.08075,BELONGS_TO,Technology_natural_language_processing
2203.08948,BELONGS_TO,Technology_synset
2404.06217,BELONGS_TO,Technology_transformer
2304.02796,BELONGS_TO,Technology_chatbots
2405.16818,BELONGS_TO,Technology_vrml
2103.11401,BELONGS_TO,Technology_natural_language_processing
1709.00028,BELONGS_TO,Technology_natural_language_processing
1911.07613,BELONGS_TO,Technology_lstm
1909.01953,BELONGS_TO,Technology_natural_language_processing
2501.03332,BELONGS_TO,Technology_natural_language_processing
2408.12850,BELONGS_TO,Technology_natural_language_processing
2409.19458,BELONGS_TO,Technology_natural_language_processing
2006.15585,BELONGS_TO,Technology_lstm
2006.15585,BELONGS_TO,Technology_social_networks
2002.08046,BELONGS_TO,Technology_lstm
2209.05706,BELONGS_TO,Technology_natural_language_processing
2409.11917,BELONGS_TO,Technology_natural_language_processing
2012.15520,BELONGS_TO,Technology_natural_language_processing
2012.15520,BELONGS_TO,Technology_wikipedia
2012.00633,BELONGS_TO,Technology_natural_language_processing
1802.00400,BELONGS_TO,Technology_wikipedia
2405.11575,BELONGS_TO,Technology_natural_language_processing
2011.00621,BELONGS_TO,Technology_artificial_intelligence
2004.00033,BELONGS_TO,Technology_natural_language_processing
2401.16515,BELONGS_TO,Technology_artificial_intelligence
2210.16978,BELONGS_TO,Technology_xml
2212.09254,BELONGS_TO,Technology_natural_language_processing
2108.12229,BELONGS_TO,Technology_natural_language_processing
2206.01677,BELONGS_TO,Technology_natural_language_processing
2305.04567,BELONGS_TO,Technology_artificial_intelligence
2210.09537,BELONGS_TO,Technology_natural_language_processing
2310.20111,BELONGS_TO,Technology_natural_language_processing
2101.00433,BELONGS_TO,Technology_artificial_intelligence
2303.13939,BELONGS_TO,Technology_natural_language_processing
2205.01376,BELONGS_TO,Technology_natural_language_processing
2308.06013,BELONGS_TO,Technology_large_language_models
2208.07846,BELONGS_TO,Technology_natural_language_processing
2108.07533,BELONGS_TO,Technology_natural_language_processing
2303.02861,BELONGS_TO,Technology_natural_language_processing
2308.02042,BELONGS_TO,Technology_lstm
2308.02042,BELONGS_TO,Technology_natural_language_processing
2403.03581,BELONGS_TO,Technology_artificial_intelligence
2402.13572,BELONGS_TO,Technology_transformer
2305.03353,BELONGS_TO,Technology_gpt
2402.01748,BELONGS_TO,Technology_artificial_intelligence
2306.14924,BELONGS_TO,Technology_artificial_intelligence
2008.10031,BELONGS_TO,Technology_twitter
1906.02829,BELONGS_TO,Technology_natural_language_processing
1905.00079,BELONGS_TO,Technology_intent
2201.08066,BELONGS_TO,Technology_natural_language_processing
1308.4648,BELONGS_TO,Technology_france
2412.13988,BELONGS_TO,Technology_natural_language_processing
2006.05602,BELONGS_TO,Technology_natural_language_processing
2309.01398,BELONGS_TO,Technology_chatbots
2410.15801,BELONGS_TO,Technology_natural_language_processing
2305.18086,BELONGS_TO,Technology_chatbots
2305.18086,BELONGS_TO,Technology_artificial_intelligence
2401.05433,BELONGS_TO,Technology_bert
2003.14199,BELONGS_TO,Technology_computer_science
2203.09435,BELONGS_TO,Technology_natural_language_processing
2010.02005,BELONGS_TO,Technology_bert
2010.02005,BELONGS_TO,Technology_bert
2405.09948,BELONGS_TO,Technology_natural_language_processing
1904.06941,BELONGS_TO,Technology_natural_language_processing
1909.05166,BELONGS_TO,Technology_lstm
1903.10238,BELONGS_TO,Technology_natural_language_processing
2401.06817,BELONGS_TO,Technology_bert
2312.00292,BELONGS_TO,Technology_natural_language_processing
2306.09719,BELONGS_TO,Technology_chatbots
2108.10791,BELONGS_TO,Technology_natural_language_processing
2204.05193,BELONGS_TO,Technology_wikipedia
2005.00633,BELONGS_TO,Technology_natural_language_processing
2401.14818,BELONGS_TO,Technology_artificial_intelligence
1708.02579,BELONGS_TO,Technology_synset
2301.09790,BELONGS_TO,Technology_gpt
2301.00646,BELONGS_TO,Technology_artificial_intelligence
2007.03704,BELONGS_TO,Technology_lstm
2309.06256,BELONGS_TO,Technology_parsing
2412.07255,BELONGS_TO,Technology_artificial_intelligence
2310.12575,BELONGS_TO,Technology_natural_language_processing
2502.11006,BELONGS_TO,Technology_artificial_intelligence
2103.06598,BELONGS_TO,Technology_natural_language_processing
2103.05292,BELONGS_TO,Technology_feature_selection
2208.09015,BELONGS_TO,Technology_transformer
2404.06039,BELONGS_TO,Technology_natural_language_processing
2307.09885,BELONGS_TO,Technology_artificial_intelligence
2010.02587,BELONGS_TO,Technology_natural_language_processing
2212.06951,BELONGS_TO,Technology_artificial_intelligence
2412.20414,BELONGS_TO,Technology_artificial_intelligence
2412.20414,BELONGS_TO,Technology_natural_language_processing
2411.02538,BELONGS_TO,Technology_lstm
2108.10168,BELONGS_TO,Technology_artificial_intelligence
2402.18121,BELONGS_TO,Technology_large_language_models
2407.10554,BELONGS_TO,Technology_chatbots
2107.05164,BELONGS_TO,Technology_natural_language_processing
2104.10097,BELONGS_TO,Technology_artificial_intelligence
1811.00770,BELONGS_TO,Technology_web_intelligence
2311.03401,BELONGS_TO,Technology_artificial_intelligence
2306.08058,BELONGS_TO,Technology_gpt
2403.18637,BELONGS_TO,Technology_transformer
2106.02435,BELONGS_TO,Technology_bert
2410.22151,BELONGS_TO,Technology_artificial_intelligence
2305.15348,BELONGS_TO,Technology_artificial_intelligence
2308.12539,BELONGS_TO,Technology_natural_language_processing
2109.05472,BELONGS_TO,Technology_artificial_intelligence
2212.11932,BELONGS_TO,Technology_natural_language_processing
2305.14588,BELONGS_TO,Technology_natural_language_processing
2409.08777,BELONGS_TO,Technology_artificial_intelligence
2305.14716,BELONGS_TO,Technology_natural_language_processing
2008.07343,BELONGS_TO,Technology_artificial_intelligence
2001.07537,BELONGS_TO,Technology_artificial_intelligence
2004.13138,BELONGS_TO,Technology_word_vectors
2408.07307,BELONGS_TO,Technology_artificial_intelligence
2010.09885,BELONGS_TO,Technology_natural_language_processing
2010.09885,BELONGS_TO,Technology_bert
2305.11529,BELONGS_TO,Technology_lstm
2209.00262,BELONGS_TO,Technology_natural_language_processing
2010.13583,BELONGS_TO,Technology_lstm
2010.13583,BELONGS_TO,Technology_artificial_intelligence
1901.08456,BELONGS_TO,Technology_uml
2004.12993,BELONGS_TO,Technology_natural_language_processing
2011.11263,BELONGS_TO,Technology_natural_language_processing
2110.00621,BELONGS_TO,Technology_natural_language_processing
2502.20299,BELONGS_TO,Technology_natural_language_processing
2204.06487,BELONGS_TO,Technology_large_language_models
2006.15319,BELONGS_TO,Technology_gpt
2208.01483,BELONGS_TO,Technology_natural_language_processing
2403.18872,BELONGS_TO,Technology_artificial_intelligence
2406.00867,BELONGS_TO,Technology_natural_language_processing
1101.5494,BELONGS_TO,Technology_natural_language_processing
2301.08155,BELONGS_TO,Technology_gpt
2306.13315,BELONGS_TO,Technology_social_networks
2409.14595,BELONGS_TO,Technology_chatbots
2312.01678,BELONGS_TO,Technology_gpt
2501.12465,BELONGS_TO,Technology_artificial_intelligence
2501.12465,BELONGS_TO,Technology_natural_language_processing
2302.00750,BELONGS_TO,Technology_artificial_intelligence
2211.15566,BELONGS_TO,Technology_artificial_intelligence
2408.16098,BELONGS_TO,Technology_artificial_intelligence
2408.16098,BELONGS_TO,Technology_natural_language_processing
2306.04059,BELONGS_TO,Technology_chatbots
2502.00451,BELONGS_TO,Technology_artificial_intelligence
2405.06699,BELONGS_TO,Technology_chatbots
2403.14469,BELONGS_TO,Technology_chatbots
2403.14469,BELONGS_TO,Technology_artificial_intelligence
2101.00436,BELONGS_TO,Technology_natural_language_processing
1909.10158,BELONGS_TO,Technology_natural_language_processing
1809.03944,BELONGS_TO,Technology_natural_language_processing
2210.11255,BELONGS_TO,Technology_natural_language_processing
1709.05554,BELONGS_TO,Technology_xml
2106.01199,BELONGS_TO,Technology_internet
2404.11160,BELONGS_TO,Technology_chatbots
1801.04223,BELONGS_TO,Technology_artificial_intelligence
2204.04694,BELONGS_TO,Technology_natural_language_processing
2406.08680,BELONGS_TO,Technology_natural_language_processing
1707.08551,BELONGS_TO,Technology_transformer
2107.02104,BELONGS_TO,Technology_natural_language_processing
2212.06933,BELONGS_TO,Technology_chatbots
2406.16772,BELONGS_TO,Technology_artificial_intelligence
2206.08264,BELONGS_TO,Technology_artificial_intelligence
1912.07840,BELONGS_TO,Technology_natural_language_processing
2106.03181,BELONGS_TO,Technology_natural_language_processing
2104.04840,BELONGS_TO,Technology_natural_language_processing
2204.03498,BELONGS_TO,Technology_ai
2305.14169,BELONGS_TO,Technology_artificial_intelligence
2106.12871,BELONGS_TO,Technology_dom
2501.00049,BELONGS_TO,Technology_artificial_intelligence
2012.03755,BELONGS_TO,Technology_artificial_intelligence
2110.05877,BELONGS_TO,Technology_artificial_intelligence
2211.05610,BELONGS_TO,Technology_natural_language_processing
1912.10375,BELONGS_TO,Technology_natural_language_processing
2410.12852,BELONGS_TO,Technology_natural_language_processing
2305.11999,BELONGS_TO,Technology_artificial_intelligence
2310.05553,BELONGS_TO,Technology_artificial_intelligence
2107.10652,BELONGS_TO,Technology_natural_language_processing
2309.06580,BELONGS_TO,Technology_bert
2209.03851,BELONGS_TO,Technology_bert
2304.06136,BELONGS_TO,Technology_ai
2106.11054,BELONGS_TO,Technology_artificial_intelligence
2102.03882,BELONGS_TO,Technology_social_networks
2404.06367,BELONGS_TO,Technology_umls
2011.03203,BELONGS_TO,Technology_natural_language_processing
2404.04963,BELONGS_TO,Technology_artificial_intelligence
0806.0923,BELONGS_TO,Technology_natural_language_processing
1511.08198,BELONGS_TO,Technology_natural_language_processing
1603.07980,BELONGS_TO,Technology_robot
1904.01655,BELONGS_TO,Technology_natural_language_processing
2306.00014,BELONGS_TO,Technology_natural_language_processing
2304.11276,BELONGS_TO,Technology_artificial_intelligence
1707.06320,BELONGS_TO,Technology_natural_language_processing
2101.09294,BELONGS_TO,Technology_artificial_intelligence
2112.07605,BELONGS_TO,Technology_natural_language_processing
2401.05949,BELONGS_TO,Technology_natural_language_processing
2403.07921,BELONGS_TO,Technology_internet
2403.07921,BELONGS_TO,Technology_natural_language_processing
2306.04845,BELONGS_TO,Technology_natural_language_processing
2212.08681,BELONGS_TO,Technology_artificial_intelligence
2101.03617,BELONGS_TO,Technology_wordnets
1906.04068,BELONGS_TO,Technology_lstm
2305.19045,BELONGS_TO,Technology_natural_language_processing
2408.04965,BELONGS_TO,Technology_natural_language_processing
2010.03688,BELONGS_TO,Technology_transformer
2305.09598,BELONGS_TO,Technology_natural_language_processing
2207.04796,BELONGS_TO,Technology_natural_language_processing
2412.18281,BELONGS_TO,Technology_artificial_intelligence
2107.00315,BELONGS_TO,Technology_natural_language_processing
2408.09304,BELONGS_TO,Technology_knowledge
2502.01364,BELONGS_TO,Technology_artificial_intelligence
1812.03519,BELONGS_TO,Technology_artificial_intelligence
1810.06306,BELONGS_TO,Technology_natural_language_processing
1912.07946,BELONGS_TO,Technology_natural_language_processing
2301.12031,BELONGS_TO,Technology_bert
2301.12031,BELONGS_TO,Technology_bert
2404.18759,BELONGS_TO,Technology_natural_language_processing
2203.12667,BELONGS_TO,Technology_artificial_intelligence
2406.19803,BELONGS_TO,Technology_natural_language_processing
2406.19803,BELONGS_TO,Technology_ai
2412.12955,BELONGS_TO,Technology_natural_language_processing
2203.12171,BELONGS_TO,Technology_natural_language_processing
2110.08975,BELONGS_TO,Technology_artificial_intelligence
2403.04758,BELONGS_TO,Technology_knowledge
2403.04758,BELONGS_TO,Technology_knowledge
2403.04758,BELONGS_TO,Technology_natural_language_processing
2308.13467,BELONGS_TO,Technology_wikipedia
2311.11967,BELONGS_TO,Technology_artificial_intelligence
2006.12870,BELONGS_TO,Technology_nlp
2110.06500,BELONGS_TO,Technology_natural_language_processing
2305.14296,BELONGS_TO,Technology_wikipedia
2311.04044,BELONGS_TO,Technology_language_models
2011.00860,BELONGS_TO,Technology_lstm
1806.06301,BELONGS_TO,Technology_artificial_intelligence
2404.02444,BELONGS_TO,Technology_natural_language_processing
2010.00048,BELONGS_TO,Technology_artificial_intelligence
1710.06923,BELONGS_TO,Technology_natural_language_processing
1204.0140,BELONGS_TO,Technology_wordnets
2412.17548,BELONGS_TO,Technology_natural_language_processing
1911.00069,BELONGS_TO,Technology_natural_language_processing
2312.00349,BELONGS_TO,Technology_artificial_intelligence
