head,relation,tail
Method_Structured_prompt_interrogation_and_recursive_extraction_of_semantics,USES,Technology_AI/NLP
Method_Recursive_Extraction_of_Semantics,USES,Technology_AI/NLP
Method_XAI,USES,Technology_XAI
Method_EEG,USES,Technology_AdaCT
"Method_natural_language_processing_(NLP),_knowledge_graph",USES,Technology_AI
Method_machine_learning,USES,Technology_AI
Method_XI-ML,USES,Technology_AI
Method_XI-ML,USES,Technology_XAI
Method_XI-ML,USES,Technology_XI-ML
Method_logic,USES,Technology_logic
Method_MEG,USES,Technology_MEG
Method_MEG,USES,Technology_magnetoencephalography
Method_MEG,USES,Technology_BERT
Method_magnetoencephalography,USES,Technology_MEG
Method_magnetoencephalography,USES,Technology_magnetoencephalography
Method_magnetoencephalography,USES,Technology_BERT
Method_tional_magnetic_resonance_imaging,USES,Technology_MEG
Method_tional_magnetic_resonance_imaging,USES,Technology_magnetoencephalography
Method_tional_magnetic_resonance_imaging,USES,Technology_BERT
Method_fMRI,USES,Technology_MEG
Method_fMRI,USES,Technology_magnetoencephalography
Method_fMRI,USES,Technology_BERT
Method_Transformers,USES,Technology_Transformers
Method_Natural_Language_Processing,USES,Technology_Natural_Language_Processing
Method_NER,USES,Technology_Legal_NLP
Method_NER,USES,Technology_Legal_Tech
Method_NER,USES,Technology_HuggingFace
Method_PET,USES,Technology_PET
Method_PET,USES,Technology_NLP
Method_computer_vision,USES,Technology_computer_vision
Method_Transformer,USES,Technology_Transformer
Method_Language_Models,USES,Technology_Language_Models
Method_N-grams,USES,Technology_RNNs
Method_N-grams,USES,Technology_N-grams
Method_RNNs,USES,Technology_RNNs
Method_RNNs,USES,Technology_N-grams
Method_wer-capping,USES,Technology_AI
Method_Learning_to_Paraphrase_Sentences_to_Different_Complexity_Levels,USES,Technology_Large_Language_Models
Method_model_sharding,USES,Technology_STI
Method_model_sharding,USES,Technology_Speedy_Tr
Method_multi-query_attention_(MQA)_and_grouped-query_attention_(GQA,USES,Technology_multi-query_attention_(MQA)_and_grouped-query_attention_(GQA)
Method_Causal-TimeBank,USES,Technology_Causal-TimeBank
Method_EventStoryLine,USES,Technology_Causal-TimeBank
Method_Enhanced_Negative_Sampling_and_Hard_Negative_Filtering,USES,Technology_Momentum_Contrast
Method_Momentum_Contrast,USES,Technology_Momentum_Contrast
Method_FMM,USES,Technology_Fast_Multipole_Method
Method_Fast_Multipole_Method,USES,Technology_Fast_Multipole_Method
Method_Multilingual_Transformers,USES,Technology_Multilingual_Transformers
Method_fingerprinting,USES,Technology_DySign
Method_dynamic_analysis,USES,Technology_DySign
Method_DySign,USES,Technology_DySign
Method_Natural_Language_Processing,USES,Technology_DySign
Method_Question_Attended_Span_Extraction_on_Machine_Reading_Comprehension,USES,Technology_BERT
Method_Analyzing_Energy_Consumption_in_Text_Summarization,USES,Technology_AI
Method_rule-based_methods,USES,Technology_NLP
Method_rule-based_methods,USES,Technology_rule-based_methods
Method_Differentiable_Retrieval_Augmentation_via_Generative_Language_Modeling,USES,Technology_NLP
Method_Generative_lANguage_modeling,USES,Technology_NLP
Method_Dragan,USES,Technology_NLP
Method_audio-specific_edits,USES,Technology_Multimodal_Large_Language_Models
Method_SimMIM,USES,Technology_NLP
Method_SimMIM,USES,Technology_SimMIM
Method_Response_Retrieval,USES,Technology_En
Method_Computational_Job_Market_Analysis_with_Natural_Language_Processing,USES,Technology_Computational_Job_Market_Analysis_with_Natural_Language_Processing
Method_Computational_Job_Market_Analysis_with_Natural_Language_Processing,USES,Technology_Natural_Language_Processing
Method_Knowledge_Distillation,USES,Technology_KD
Method_Knowledge_Distillation,USES,Technology_NLP
Method_KD,USES,Technology_KD
Method_KD,USES,Technology_NLP
Method_label-smoothing_technique,USES,Technology_KD
Method_label-smoothing_technique,USES,Technology_NLP
Method_Adversarial_self-Supervised_Data-Free_Distillation,USES,Technology_AS-DFD
Method_Adversarial_self-Supervised_Data-Free_Distillation,USES,Technology_Adversarial_self-Supervised_Data-Free_Distillation
Method_Plug_&_Play_Embedding_Guessing,USES,Technology_AS-DFD
Method_Plug_&_Play_Embedding_Guessing,USES,Technology_Adversarial_self-Supervised_Data-Free_Distillation
Method_Sequencer2D,USES,Technology_Sequencer2D
Method_Deep_Learning_and_Rule-based_Corrections,USES,Technology_Rule-based_Corrections
Method_ML,USES,Technology_Deep_Learning
Method_GBI,USES,Technology_GBI
Method_sequence_transduction,USES,Technology_GBI
Method_syntactic_parsing,USES,Technology_GBI
Method_semantic_role_labeling,USES,Technology_GBI
Method_GatorTron,USES,Technology_Transformer-based_Natural_Language_Processing_Methods
Method_DeBERTa,USES,Technology_Transformer-based_Natural_Language_Processing_Methods
Method_RoBERTa,USES,Technology_Transformer-based_Natural_Language_Processing_Methods
Method_LongFormer,USES,Technology_Transformer-based_Natural_Language_Processing_Methods
Method_ultrasound,USES,Technology_Transformer-based_Natural_Language_Processing_Methods
Method_thyroid_ultrasound,USES,Technology_Transformer-based_Natural_Language_Processing_Methods
Method_financial_sentiment_analysis,USES,Technology_NLP
Method_LLMs,USES,Technology_AI
Method_Natural_Language_Inference,USES,Technology_Natural_Language_Processing
Method_Natural_Language_Inference,USES,Technology_Deep_Learning
Method_Machine_Learning,USES,Technology_Natural_Language_Processing
Method_Machine_Learning,USES,Technology_Machine_Learning
Method_Natural_Language_Processing,USES,Technology_Machine_Learning
Method_EZSwitch,USES,Technology_EZSwitch
Method_Lexical_substitution_in_context,USES,Technology_Lexical_substitution_in_context
Method_SOTA_LMs/MLMs,USES,Technology_Lexical_substitution_in_context
Method_Low-bit_quantization,USES,Technology_BitNet
Method_Quantization-Aware_Training,USES,Technology_BitNet
Method_Post-Training_Quantization,USES,Technology_BitNet
Method_Adaptive_inference,USES,Technology_SWEET
Method_machine_learning,USES,Technology_SentenceBERT
Method_machine_learning,USES,Technology_Word2Vec
Method_text_vectorization,USES,Technology_SentenceBERT
Method_text_vectorization,USES,Technology_Word2Vec
Method_Automatic_Speech_Recognition,USES,Technology_Natural_Language_Processing
Method_ASR,USES,Technology_Automatic_Speech_Recognition
Method_ASR,USES,Technology_Natural_Language_Processing
Method_Natural_Language_Processing,USES,Technology_Automatic_Speech_Recognition
Method_NLP,USES,Technology_Automatic_Speech_Recognition
Method_NLP,USES,Technology_Natural_Language_Processing
Method_DISP,USES,Technology_DISP
Method_Cui2Vec,USES,Technology_Embeddings_of_Semantic_Predications_(ESP
Method_Cui2Vec,USES,Technology_Cui2Vec
Method_ESP,USES,Technology_Embeddings_of_Semantic_Predications_(ESP
Method_ESP,USES,Technology_Cui2Vec
Method_BERT,USES,Technology_Embeddings_of_Semantic_Predications_(ESP
Method_BERT,USES,Technology_Cui2Vec
Method_Bidirectional_Encoder_Representations_from_Transformers,USES,Technology_Embeddings_of_Semantic_Predications_(ESP
Method_Bidirectional_Encoder_Representations_from_Transformers,USES,Technology_Cui2Vec
Method_Event_Based_Time-Vectors,USES,Technology_Google
Method_RIPPLe,USES,Technology_NLP
Method_RIPPLe,USES,Technology_RIPPLe
Method_Embedding_Surgery,USES,Technology_NLP
Method_Embedding_Surgery,USES,Technology_RIPPLe
Method_Measuring_the_Carbon_Intensity_of_AI_in_Cloud_Instances,USES,Technology_AI
Method_pruning,USES,Technology_KP
"Method_low-rank_methods_by_a_large_margin_(8%_or_more)._Additionally,_we_show_that_doped_KP",USES,Technology_KP
Method_Distributed_Entity_Disambiguation,USES,Technology_Wikipedia
Method_Natural_Language_Processing,USES,Technology_BERT
Method_Natural_Language_Processing,USES,Technology_SVM
Method_stop_word_removal,USES,Technology_BERT
Method_stop_word_removal,USES,Technology_SVM
Method_XGBoost,USES,Technology_Logistic_Regression
Method_XGBoost,USES,Technology_SwitchTab
Method_Logistic_Regression,USES,Technology_Logistic_Regression
Method_Logistic_Regression,USES,Technology_SwitchTab
Method_natural_language_processing,USES,Technology_AI
Method_Pruning,USES,Technology_SLEB
Method_model-based_testing,USES,Technology_Elevate
Method_chatbot-style_testing,USES,Technology_Elevate
Method_OpenAI_Whisper,USES,Technology_OpenAI_Whisper
Method_ATTEMPT,USES,Technology_NLP
Method_Machine_learning,USES,Technology_Machine_learning
Method_Hierarchical_Distillation,USES,Technology_PLMs
Method_Hierarchical_Distillation,USES,Technology_LibriSpeech
Method_IRE,USES,Technology_IRE
Method_Morfessor_EM+Prune,USES,Technology_Morfessor_EM+Prune
Method_Morfessor_EM+Prune,USES,Technology_Morfessor
Method_IAE,USES,Technology_IAE
Method_ms,USES,Technology_Transformer
Method_knowledge_distillation,USES,Technology_Transformer
"Method_ion,_pruning",USES,Technology_Transformer
Method_Twitter,USES,Technology_Twitter_and_YouTube
Method_Computer_Vision,USES,Technology_NLP
Method_Computer_Vision,USES,Technology_Computer_Vision
Method_Reinforcement_Learning_from_Human_Feedback,USES,Technology_Reinforcement_Learning_from_Human_Feedback
Method_Large_Pretrained_Language_Models,USES,Technology_Large_Pretrained_Language_Models
Method_omatic_and_human_evaluation,USES,Technology_GPT-3
Method_EPA,USES,Technology_NLP
Method_EPA,USES,Technology_EPA
Method_natural_language_processing_(NLP)_algorithms,USES,Technology_natural_language_processing_(NLP)_algorithms
Method_In-Context_Labeling_and_In-Context_Enhancing,USES,Technology_PIC
Method_In-Context_Labeling_and_In-Context_Enhancing,USES,Technology_Point-In-Context-Segmenter
Method_MLM,USES,Technology_MLM
Method_MLM,USES,Technology_SupCLSeq
Method_Masked_Language_Modeling,USES,Technology_MLM
Method_Masked_Language_Modeling,USES,Technology_SupCLSeq
Method_SupCLSeq,USES,Technology_MLM
Method_SupCLSeq,USES,Technology_SupCLSeq
Method_LlamaRestTest,USES,Technology_LlamaRestTest
Method_Natural_Language_Processing,USES,Technology_Python
Method_P-Tuning,USES,Technology_Affective_Computing
Method_LoRA,USES,Technology_Affective_Computing
Method_Prompt_Tuning,USES,Technology_Affective_Computing
Method_machine_learning,USES,Technology_Sentiment_Inconsistency_Analysis
Method_machine_learning,USES,Technology_HTML
Method_Sentiment_Inconsistency_Analysis,USES,Technology_Sentiment_Inconsistency_Analysis
Method_Sentiment_Inconsistency_Analysis,USES,Technology_HTML
Method_Python,USES,Technology_Tkinter
Method_Python,USES,Technology_Tableauf
Method_text_mining_methods,USES,Technology_NLP
Method_text_data_preprocessing_and_feature_extraction,USES,Technology_NLP
Method_Syntax-guided_Graph_Transformer,USES,Technology_TB-Dense
Method_end-to-end_temporal_relation_extraction,USES,Technology_TB-Dense
Method_automated_machine_learning,USES,Technology_AutoML
Method_catalyst_discovery,USES,Technology_AutoML
Method_wind_power_forecasting,USES,Technology_AutoML
Method_machine_learning,USES,Technology_ML
Method_Max_Incorrect@1,USES,Technology_GPT-3.5
Method_semantic_parsing,USES,Technology_ChatGPT
Method_semantic_parsing,USES,Technology_semantic_parsing
Method_LLMs,USES,Technology_ChatGPT
Method_LLMs,USES,Technology_semantic_parsing
Method_Multi-label_natural_language_processing,USES,Technology_MIMIC-III
Method_Multi-label_natural_language_processing,USES,Technology_Bidirectional_Encoder_Representations_from_Transformers
Method_Bidirectional_Encoder_Representations_from_Transformers,USES,Technology_MIMIC-III
Method_Bidirectional_Encoder_Representations_from_Transformers,USES,Technology_Bidirectional_Encoder_Representations_from_Transformers
Method_adaptive_decision_boundary_(ADB)_post-processi,USES,Technology_NLP
Method_prefix-tuning_and_fine-tuning,USES,Technology_NLP
Method_Python,USES,Technology_Deep_Learning
Method_Python,USES,Technology_NLP
Method_Deep_Learning,USES,Technology_Python
Method_Deep_Learning,USES,Technology_Deep_Learning
Method_Deep_Learning,USES,Technology_NLP
Method_Context_Optimization,USES,Technology_Context_Optimization
Method_unified_context_and_class-specific_context,USES,Technology_Context_Optimization
Method_machine_reading_comprehension,USES,Technology_NLP
Method_mini-tests,USES,Technology_NLP
Method_eventdetector-ts,USES,Technology_Python
Method_OpenD5,USES,Technology_OpenD5
Method_Mask-Step_Modelling,USES,Technology_CLMSM
Method_TextGrad,USES,Technology_NLP
Method_TextGrad,USES,Technology_TextGrad
Method_machine_and_deep_learning_(ML/DL)_algorithms,USES,Technology_Application_Platforms
Method_Oracle_Approximation,USES,Technology_Application_Platforms
Method_Statistical_Testing,USES,Technology_Application_Platforms
Method_Negative_Testing,USES,Technology_Application_Platforms
Method_LLMs,USES,Technology_OpenAI
Method_Python,USES,Technology_LexNLP
Method_rpretation,USES,Technology_Python
Method_Transformer-XL,USES,Technology_Transformer-XL
Method_computational_linguistics,USES,Technology_computational_linguistics
Method_natural_language_processing,USES,Technology_computational_linguistics
Method_text_analysis,USES,Technology_computational_linguistics
Method_audio,USES,Technology_LLaVA
Method_vision,USES,Technology_LLaVA
Method_LLaVA,USES,Technology_LLaVA
Method_Computer_Vision,USES,Technology_AI
Method_MT,USES,Technology_NLP
Method_Prompt_Pooling_with_Teacher_Forcing,USES,Technology_NLP
Method_Prompt_Pooling_with_Teacher_Forcing,USES,Technology_Vision
Method_Prompt_Pooling,USES,Technology_NLP
Method_Prompt_Pooling,USES,Technology_Vision
Method_Non-Linear_Programming,USES,Technology_Non-Linear_Programming
Method_Automated_Utterance_Labeling_of_Conversations_Using_Natural_Language_Processing,USES,Technology_Python
Method_RoBERTa-CON,USES,Technology_Python
"Method_CALM,_Continuous_Adaptive_Learning_for_Language_Modeling",USES,"Technology_CALM,_Continuous_Adaptive_Learning_for_Language_Modeling"
Method_EEG,USES,Technology_Generative_AI
Method_EEG,USES,Technology_GET
Method_typing,USES,Technology_SeqGPT
Method_prompt-tuning,USES,Technology_Adapter
Method_prompt-tuning,USES,Technology_visual-PETL
Method_prompt-tuning,USES,Technology_AdaptFormer-Swin
Method_prompt-tuning,USES,Technology_V-PETL
Method_Adapter,USES,Technology_Adapter
Method_Adapter,USES,Technology_visual-PETL
Method_Adapter,USES,Technology_AdaptFormer-Swin
Method_Adapter,USES,Technology_V-PETL
Method_visual-PETL,USES,Technology_Adapter
Method_visual-PETL,USES,Technology_visual-PETL
Method_visual-PETL,USES,Technology_AdaptFormer-Swin
Method_visual-PETL,USES,Technology_V-PETL
Method_V-PETL,USES,Technology_Adapter
Method_V-PETL,USES,Technology_visual-PETL
Method_V-PETL,USES,Technology_AdaptFormer-Swin
Method_V-PETL,USES,Technology_V-PETL
Method_fine-tuning_or_enriching_user_prompts_with_contextualized_information,USES,Technology_ChatGPT
Method_fine-tuning_or_enriching_user_prompts_with_contextualized_information,USES,Technology_Co-Pilot
Method_fine-tuning_or_enriching_user_prompts_with_contextualized_information,USES,Technology_LLMs
Method_fine-tuning_or_enriching_user_prompts_with_contextualized_information,USES,Technology_CodeBuddy
Method_CodeBuddy,USES,Technology_ChatGPT
Method_CodeBuddy,USES,Technology_Co-Pilot
Method_CodeBuddy,USES,Technology_LLMs
Method_CodeBuddy,USES,Technology_CodeBuddy
Method_OpenLLaMA-3B,USES,Technology_OpenLLaMA-3B
Method_OpenLLaMA-3B,USES,Technology_Pareto
Method_model_averaging,USES,Technology_OpenLLaMA-3B
Method_model_averaging,USES,Technology_Pareto
Method_Constrastive_Learning,USES,Technology_Constrastive_Learning
Method_Constrastive_Learning,USES,Technology_Vision_Models
Method_Constrastive_Learning,USES,Technology_ML
Method_cross-lingual_masked_language_model,USES,Technology_XQA
Method_cross-lingual_paraphrase_classification,USES,Technology_XQA
Method_XQA,USES,Technology_XQA
Method_NLP,USES,Technology_ProcessGPT
Method_NLP,USES,Technology_machine_learning
Method_NLP,USES,Technology_NLP
Method_machine_learning,USES,Technology_ProcessGPT
Method_machine_learning,USES,Technology_machine_learning
Method_machine_learning,USES,Technology_NLP
Method_ProcessGPT,USES,Technology_ProcessGPT
Method_ProcessGPT,USES,Technology_machine_learning
Method_ProcessGPT,USES,Technology_NLP
Method_replacement_or_eviction,USES,Technology_NLP
Method_CT,USES,Technology_AI
Method_automatic_speech_recognition,USES,Technology_NLP
Method_Deep_Learning,USES,Technology_Natural_Language_Processing
Method_Natural_Language_Processing,USES,Technology_Deep_Learning
Method_Keyword-optimized_Template_Insertion_for_Clinical_Information_Extraction_via_Prompt-based_Learning,USES,Technology_KOTI
Method_KOTI,USES,Technology_KOTI
Method_Improving_Variational_Autoencoders_with_Density_Gap-based_Regularization,USES,Technology_NLP
Method_DL,USES,Technology_DL
Method_DL,USES,Technology_ML
Method_Machine_Learning_(ML)_and_Deep_Learning,USES,Technology_DL
Method_Machine_Learning_(ML)_and_Deep_Learning,USES,Technology_ML
Method_statistical_testing,USES,Technology_DL
Method_statistical_testing,USES,Technology_ML
Method_data_partitioning,USES,Technology_DL
Method_data_partitioning,USES,Technology_ML
Method_puting,USES,Technology_IoT
Method_puting,USES,Technology_AI
Method_edge_computing,USES,Technology_IoT
Method_edge_computing,USES,Technology_AI
Method_fog_computing,USES,Technology_IoT
Method_fog_computing,USES,Technology_AI
Method_FLAN-T5,USES,Technology_FLAN-T5
Method_Targeted_Concept_Erasure,USES,Technology_Targeted_Concept_Erasure
Method_encoding_extraction_rules_in_an_expressive_and_compositional_representation,USES,Technology_IE
Method_encoding_extraction_rules_in_an_expressive_and_compositional_representation,USES,Technology_InstaRead
Method_encoding_extraction_rules_in_an_expressive_and_compositional_representation,USES,Technology_NLP
Method_topic-to-essay_generation,USES,Technology_TegFormer
Method_Direct_Schema_Linking_via_Question_Enrichment_in_Text-to-SQL,USES,Technology_E-SQL
Method_Direct_Schema_Linking_via_Question_Enrichment_in_Text-to-SQL,USES,Technology_DeepSeek_Coder_7B_Instruct_1.5v
Method_Relevant_Word_Order_Vectorization,USES,Technology_Relevant_Word_Order_Vectorization
Method_ngrams,USES,Technology_Relevant_Word_Order_Vectorization
Method_word2vec,USES,Technology_Relevant_Word_Order_Vectorization
Method_Zero-Shot_Load_Forecasting_with_Large_Language_Models,USES,Technology_Chronos
Method_Feature_Contrastive_Learning,USES,Technology_Feature_Contrastive_Learning
Method_word_embedding,USES,Technology_AI
Method_Early_Exiting_with_Ensemble_Internal_Classifiers,USES,Technology_NLP
Method_Information_Retrieval_and_Natural_Language_Processing,USES,Technology_Information_Retrieval_and_Natural_Language_Processing
Method_Information_Retrieval_and_Natural_Language_Processing,USES,Technology_LSTM
Method_Stochastic_Context-Free_Grammars,USES,Technology_Turing
Method_Newton's_Method,USES,Technology_Turing
Method_Attentive_Mimicking,USES,Technology_Attentive_Mimicking
Method_one-token_approximation,USES,Technology_Attentive_Mimicking
Method_Deep_Learning,USES,Technology_DL
Method_Deep_Learning,USES,Technology_ML
Method_DL,USES,Technology_Deep_Learning
Method_syntactic_parses_and_LM_embeddings,USES,Technology_Computing
Method_Merging_Vision_Transformers_from_Different_Tasks_and_Domains,USES,Technology_NLP
Method_i-Code,USES,Technology_i-Code
Method_Trio-ViT,USES,Technology_Trio-ViT
Method_SSC,USES,Technology_semantic_channel_coding
Method_SSC,USES,Technology_semantic_knowledge_distillation_(SKD
Method_SCC,USES,Technology_semantic_channel_coding
Method_SCC,USES,Technology_semantic_knowledge_distillation_(SKD
Method_semantic_source_coding,USES,Technology_semantic_channel_coding
Method_semantic_source_coding,USES,Technology_semantic_knowledge_distillation_(SKD
Method_SKD,USES,Technology_semantic_channel_coding
Method_SKD,USES,Technology_semantic_knowledge_distillation_(SKD
Method_semantic_knowledge_distillation,USES,Technology_semantic_channel_coding
Method_semantic_knowledge_distillation,USES,Technology_semantic_knowledge_distillation_(SKD
Method_semantic_channel_coding,USES,Technology_semantic_channel_coding
Method_semantic_channel_coding,USES,Technology_semantic_knowledge_distillation_(SKD
Method_Behavior_Distillation,USES,Technology_NLP
Method_linguistic_modelling,USES,Technology_AI
Method_Self-Attention_Encoding_and_Pooling,USES,Technology_ResNet-50
Method_Self-Attention_Encoding_and_Pooling,USES,Technology_ResNet-34
Method_Machine_Learning,USES,Technology_DL
Method_Machine_Learning,USES,Technology_Deep_Learning
Method_Machine_Learning,USES,Technology_ML
Method_machine_learning_and_deep_learning,USES,Technology_Natural_Language_Processing_Techniques
Method_machine_learning_and_deep_learning,USES,Technology_LSTM
Method_machine_learning_and_deep_learning,USES,Technology_TextBlob
Method_Machine_Learning,USES,Technology_Natural_Language_Processing_and_Machine_Learning
Method_Machine_Learning,USES,Technology_Artificial_Intelligence
Method_Natural_Language_Processing,USES,Technology_Natural_Language_Processing_and_Machine_Learning
Method_Natural_Language_Processing,USES,Technology_Artificial_Intelligence
Method_Artificial_Intelligence,USES,Technology_Natural_Language_Processing_and_Machine_Learning
Method_Artificial_Intelligence,USES,Technology_Artificial_Intelligence
Method_Natural_Language_processing,USES,Technology_Natural_Language_Processing_and_Machine_Learning
Method_Natural_Language_processing,USES,Technology_Artificial_Intelligence
Method_manual,USES,Technology_Machine_learning
Method_machine_learning,USES,Technology_CLIP
Method_CLIP,USES,Technology_CLIP
Method_Modelling_General_Properties_of_Nouns_by_Selectively_Averaging_Contextualised_Embeddings,USES,Technology_NLP
Method_ATP_reasoning_strategies,USES,Technology_ATP
Method_mac,USES,Technology_CAD
Method_CAD,USES,Technology_CAD
Method_NaiveBayes,USES,Technology_NaiveBayes
Method_NaiveBayes,USES,Technology_Long_Short-Term_Memory
Method_NaiveBayes,USES,Technology_Bi-Directional_Long_Short-Term_Memory
Method_NaiveBayes,USES,Technology_Maximum_Entropy
Method_Maximum_Entropy,USES,Technology_NaiveBayes
Method_Maximum_Entropy,USES,Technology_Long_Short-Term_Memory
Method_Maximum_Entropy,USES,Technology_Bi-Directional_Long_Short-Term_Memory
Method_Maximum_Entropy,USES,Technology_Maximum_Entropy
Method_Supervised_Fine-Tuning,USES,Technology_Supervised_Fine-Tuning
Method_Curriculum_Assistant_Learning_and_Reinforced_Preference_Optimization,USES,Technology_Supervised_Fine-Tuning
Method_MNet-Sim,USES,Technology_NLP
Method_MNet-Sim,USES,Technology_Network_Science
Method_Attention_Masking_with_Multi-way_Interactions,USES,Technology_Yelp-clean
Method_Transformers-based_Natural_Language_Processing_Models,USES,Technology_Transformers-based_Natural_Language_Processing_Models
Method_NLP,USES,Technology_Transformers-based_Natural_Language_Processing_Models
Method_Natural_language_processing,USES,Technology_Transformers-based_Natural_Language_Processing_Models
Method_Pruning,USES,Technology_GPT-2
Method_Pruning,USES,Technology_GenerativePre-training_Transformer
Method_machine_learning,USES,Technology_Transformers
"Method_QAT-based_method,_RCT",USES,Technology_RCT
Method_RCT,USES,Technology_RCT
Method_CV,USES,Technology_NLP
Method_Scientific_Simulations,USES,Technology_Artificial_Intelligence_(AI
Method_Scientific_Simulations,USES,Technology_AI/ML_Accelerators
Method_Broadcasting_Query_Encoder,USES,Technology_Efficient_Title_Reranker
Method_Broadcasting_Query_Encoder,USES,Technology_Sigmoid_Trick
Method_Broadcasting_Query_Encoder,USES,Technology_Broadcasting_Query_Encoder
Method_cient_Title_Reranker,USES,Technology_Efficient_Title_Reranker
Method_cient_Title_Reranker,USES,Technology_Sigmoid_Trick
Method_cient_Title_Reranker,USES,Technology_Broadcasting_Query_Encoder
Method_Sigmoid_Trick,USES,Technology_Efficient_Title_Reranker
Method_Sigmoid_Trick,USES,Technology_Sigmoid_Trick
Method_Sigmoid_Trick,USES,Technology_Broadcasting_Query_Encoder
Method_summation,USES,Technology_Singular_Value_Decomposition_Knowledge_Gathering
Method_Top-K_Knowledge_Gathering,USES,Technology_Singular_Value_Decomposition_Knowledge_Gathering
Method_SVD-KG,USES,Technology_Singular_Value_Decomposition_Knowledge_Gathering
Method_Singular_Value_Decomposition_Knowledge_Gathering,USES,Technology_Singular_Value_Decomposition_Knowledge_Gathering
Method_averaging,USES,Technology_Singular_Value_Decomposition_Knowledge_Gathering
Method_Neuro-Symbolic_Spatio-Temporal_Reasoning,USES,Technology_AI
Method_Neuro-Symbolic_Spatio-Temporal_Reasoning,USES,Technology_Neuro-Symbolic_AI
Method_machine_learning,USES,Technology_Language_Processing_and_Machine_Learning
Method_Spectrogram_Perturbation_for_Explainable_Speech-to-text_Generation,USES,Technology_NLP
Method_Spectrogram_Perturbation_for_Explainable_Speech-to-text_Generation,USES,Technology_Spectrogram_Perturbation_for_Explainable_Speech-to-text_Generation
Method_SPES,USES,Technology_NLP
Method_SPES,USES,Technology_Spectrogram_Perturbation_for_Explainable_Speech-to-text_Generation
Method_natural_language_processing,USES,Technology_Deep_Learning
Method_natural_language_processing,USES,Technology_Inst2Vec
Method_NLP,USES,Technology_AutoML
Method_Clinician-in-the-Loop,USES,Technology_NLP
Method_Clinician-in-the-Loop,USES,Technology_AutoML
Method_AutoML,USES,Technology_NLP
Method_AutoML,USES,Technology_AutoML
Method_TK,USES,Technology_Representational_Similarity_Analysis_(RSA
Method_TK,USES,Technology_TK
Method_RSA,USES,Technology_Representational_Similarity_Analysis_(RSA
Method_RSA,USES,Technology_TK
Method_COLOR,USES,Technology_XAI
Method_the_Transformer,USES,Technology_NLP
Method_Latent_Dirichlet_Allocation,USES,Technology_NLP
Method_Word2Vec,USES,Technology_NLP
Method_Markerless_motion_capture,USES,Technology_SSL
Method_MMC,USES,Technology_SSL
Method_ET,USES,Technology_LiM
Method_Neuro-LIFT,USES,Technology_AI
Method_uLMo,USES,Technology_ESuLMo
Method_ELMo,USES,Technology_ELMo
Method_ELMo,USES,Technology_Word2Vec
Method_Word2Vec,USES,Technology_ELMo
Method_Word2Vec,USES,Technology_Word2Vec
Method_natural_language_processing,USES,Technology_Portuguese_NLP
Method_machine_learning,USES,Technology_Portuguese_NLP
Method_negative_sampling_and_decoding_scaling_techniques,USES,Technology_NLP
Method_Noisy_Supervised_Lexicons,USES,Technology_NLP
Method_Pre-trained_Language_Models,USES,Technology_Pre-trained_Language_Models
