head,relation,tail
2501.02042,PROPOSED,Method_XAI
2402.11175,PROPOSED,Method_mono-lingual_and_multi-lingual_binary_MGT_detection
2402.11175,PROPOSED,Method_mixed_human-machine_text_detection
2309.14592,PROPOSED,Method_LLMs
2308.11654,PROPOSED,Method_EEG
2410.01532,PROPOSED,Method_Reinforcement_Learning_from_Human_Feedback
2204.01614,PROPOSED,"Method_natural_language_processing_(NLP),_knowledge_graph"
2204.01614,PROPOSED,Method_machine_learning
2408.09094,PROPOSED,Method_painting_and_injection_molding
2108.06216,PROPOSED,Method_XI-ML
1712.09687,PROPOSED,Method_logic
1807.10800,PROPOSED,Method_r
1911.03268,PROPOSED,Method_MEG
1911.03268,PROPOSED,Method_magnetoencephalography
1911.03268,PROPOSED,Method_tional_magnetic_resonance_imaging
1911.03268,PROPOSED,Method_fMRI
2403.18637,PROPOSED,Method_Transformers
1806.09533,PROPOSED,Method_Natural_Language_Processing
2306.07198,PROPOSED,Method_image_captioning
1801.01900,PROPOSED,Method_Topic_Models
1801.01900,PROPOSED,Method_Latent_Dirichlet_Allocation
2208.07835,PROPOSED,Method_full-text
2304.14544,PROPOSED,Method_technical_analysis
2304.14544,PROPOSED,Method_text_mining
2105.00164,PROPOSED,Method_human_inspection
2105.00164,PROPOSED,"Method_neural_machine_translation_(NMT),_and_question_answering_(QA"
2412.03886,PROPOSED,Method_Uniform_Discretized_Integrated_Gradients
2412.03886,PROPOSED,Method_Question_Answering
2303.05388,PROPOSED,Method_NER
2111.13440,PROPOSED,Method_PET
2106.07898,PROPOSED,Method_computer_vision
2103.03457,PROPOSED,Method_Transformer
2305.16409,PROPOSED,Method_tweets
2310.17120,PROPOSED,Method_Language_Models
2307.10634,PROPOSED,Method_N-grams
2307.10634,PROPOSED,Method_RNNs
2402.18593,PROPOSED,Method_wer-capping
2308.02226,PROPOSED,Method_Learning_to_Paraphrase_Sentences_to_Different_Complexity_Levels
2207.05022,PROPOSED,Method_model_sharding
2112.10821,PROPOSED,Method_Natural_language_processing
2112.10821,PROPOSED,Method_kidney_biopsies
2406.07056,PROPOSED,Method_multi-query_attention_(MQA)_and_grouped-query_attention_(GQA
2303.07240,PROPOSED,Method_PMC-CLIP
2106.01649,PROPOSED,Method_Causal-TimeBank
2106.01649,PROPOSED,Method_EventStoryLine
2501.16360,PROPOSED,Method_Enhanced_Negative_Sampling_and_Hard_Negative_Filtering
2501.16360,PROPOSED,Method_Momentum_Contrast
2012.08958,PROPOSED,Method_deep_transformer-based_models
2303.07622,PROPOSED,Method_RE-MOVE
2108.00285,PROPOSED,Method_FMM
2108.00285,PROPOSED,Method_Fast_Multipole_Method
2407.12376,PROPOSED,Method_Bidirectional_Encoder_Representations_from_Transformers
1809.01812,PROPOSED,Method_Noise_Contrastive_Estimation
1809.01812,PROPOSED,Method_NCE
2409.19566,PROPOSED,Method_Multilingual_Transformers
1702.05699,PROPOSED,Method_fingerprinting
1702.05699,PROPOSED,Method_dynamic_analysis
1702.05699,PROPOSED,Method_DySign
1702.05699,PROPOSED,Method_Natural_Language_Processing
2108.11943,PROPOSED,Method_Position-Invariant_Truecasing_with_a_Word-and-Character_Hierarchical_Recurrent_Neural_Network_Truecasing
2108.11943,PROPOSED,Method_sequence_distillation
2404.17991,PROPOSED,Method_Question_Attended_Span_Extraction_on_Machine_Reading_Comprehension
2210.17262,PROPOSED,Method_machine_learning
2109.07679,PROPOSED,Method_Benchmarking_Commonsense_Knowledge_Base_Population_with_an_Effective_Evaluation_Dataset
2501.15398,PROPOSED,Method_Analyzing_Energy_Consumption_in_Text_Summarization
2502.17364,PROPOSED,Method_rule-based_methods
2308.09975,PROPOSED,Method_cryptography
2307.12507,PROPOSED,Method_GradObstinate
2308.09308,PROPOSED,Method_Differentiable_Retrieval_Augmentation_via_Generative_Language_Modeling
2308.09308,PROPOSED,Method_Generative_lANguage_modeling
2308.09308,PROPOSED,Method_Dragan
2302.13289,PROPOSED,Method_LP-FT
2501.13772,PROPOSED,Method_audio-specific_edits
2111.09883,PROPOSED,Method_SimMIM
2405.17665,PROPOSED,"Method_Natural_Language_Processing,_Computer_Vision,_and_Edge_Computing"
2311.16865,PROPOSED,Method_machine_translations_from_English_to_two_Swiss_German_dialects
2305.04940,PROPOSED,Method_EarlyBIRD
2407.04910,PROPOSED,Method_dialect-to-MSA_machine_translation
1301.6705,PROPOSED,Method_Probabilistic_Latent_Semantic_Analysis
1301.6705,PROPOSED,Method_Latent_Semantic_Analysis
2205.10400,PROPOSED,Method_Response_Retrieval
2111.05576,PROPOSED,Method_link_prediction
2404.18977,PROPOSED,Method_Computational_Job_Market_Analysis_with_Natural_Language_Processing
2205.12428,PROPOSED,Method_Knowledge_Distillation
2205.12428,PROPOSED,Method_KD
2205.12428,PROPOSED,Method_label-smoothing_technique
2310.00796,PROPOSED,Method_Injecting_a_Structural_Inductive_Bias_into_a_Seq2Seq_Model_by_Simulation
2010.04883,PROPOSED,Method_Adversarial_self-Supervised_Data-Free_Distillation
2010.04883,PROPOSED,Method_Plug_&_Play_Embedding_Guessing
2302.10406,PROPOSED,Method_Sequencer2D
2502.09723,PROPOSED,Method_QueryAttack
1908.01832,PROPOSED,Method_Diffusion_Kernel_PCA
2211.05319,PROPOSED,Method_hypersphere_prototypes
2310.02954,PROPOSED,Method_Dual_Queries
2210.03453,PROPOSED,Method_Deep_Learning_and_Rule-based_Corrections
1904.02278,PROPOSED,Method_state-of-the-art_graph_kernels
2112.08554,PROPOSED,Method_ML
2502.19178,PROPOSED,Method_compress_and_distill_interactions_into_compact_embeddings
2305.10731,PROPOSED,Method_Live-Stream_Chat
1707.08608,PROPOSED,Method_GBI
1707.08608,PROPOSED,Method_sequence_transduction
1707.08608,PROPOSED,Method_syntactic_parsing
1707.08608,PROPOSED,Method_semantic_role_labeling
2104.09644,PROPOSED,Method_Electroencephalographic
2104.09644,PROPOSED,Method_EEG
2304.00115,PROPOSED,Method_GatorTron
2304.00115,PROPOSED,Method_DeBERTa
2304.00115,PROPOSED,Method_RoBERTa
2304.00115,PROPOSED,Method_LongFormer
2304.00115,PROPOSED,Method_ultrasound
2304.00115,PROPOSED,Method_thyroid_ultrasound
2205.00806,PROPOSED,Method_text_classification
2205.00806,PROPOSED,Method_RE
2205.00806,PROPOSED,Method_text_summarisation
2310.04027,PROPOSED,Method_financial_sentiment_analysis
1405.2432,PROPOSED,Method_functional_estimation_and_arm_elimination
2312.10770,PROPOSED,Method_activation-based_and_integrated_gradient-based_selection
2002.10772,PROPOSED,Method_amework_LguidedLearn
2301.09685,PROPOSED,Method_Optical_character_recognition
2301.09685,PROPOSED,Method_noise_simulation_and_structural_biasing
2305.03092,PROPOSED,Method_hand-labeled_tweets
2406.06870,PROPOSED,Method_LLMs
2406.04892,PROPOSED,Method_Natural_Language_Inference
2204.02892,PROPOSED,Method_Sub-Task_Decomposition
2412.18618,PROPOSED,Method_Machine_Learning
2412.18618,PROPOSED,Method_Natural_Language_Processing
2410.22660,PROPOSED,Method_EZSwitch
1805.03642,PROPOSED,Method_order_embeddings
1805.03642,PROPOSED,Method_learning_word_embeddings
1805.03642,PROPOSED,Method_knowledge_graph_embeddings
2006.00031,PROPOSED,Method_Lexical_substitution_in_context
2006.00031,PROPOSED,Method_SOTA_LMs/MLMs
2502.17465,PROPOSED,Method_EEG-to-Text_Decoding
2502.17465,PROPOSED,Method_Electronic_decoding
2502.17465,PROPOSED,Method_closed-vocabulary_EEG-to-text_decoding
2411.00459,PROPOSED,Method_Defense_Against_Prompt_Injection_Attack_by_Leveraging_Attack_Techniques
2502.01659,PROPOSED,Method_FlashAttention
2104.04488,PROPOSED,Method_Learning_Word-Group_Masks
2310.02995,PROPOSED,Method_IBCL
2311.15649,PROPOSED,Method_RoboSkill
2310.00734,PROPOSED,Method_pseudo-label_generation
2310.00734,PROPOSED,Method_paraphrasing
2310.00734,PROPOSED,Method_GPT-based_text_and_label_generation
2008.13781,PROPOSED,Method_rting
1803.00105,PROPOSED,Method_web_scraping
1803.00105,PROPOSED,Method_geospatial_analysis
1803.00105,PROPOSED,Method_natural_language_processing
1803.00105,PROPOSED,Method_machine_learning
1803.00105,PROPOSED,Method_data_mining
1803.00105,PROPOSED,Method_automated_text_analysis
2209.04259,PROPOSED,Method_al_equations
2008.11257,PROPOSED,Method_Indirect_Machine_Translation
2502.19008,PROPOSED,Method_Low-bit_quantization
2502.19008,PROPOSED,Method_Quantization-Aware_Training
2502.19008,PROPOSED,Method_Post-Training_Quantization
2010.05419,PROPOSED,Method_saliency_map_visualizations
2010.05419,PROPOSED,"Method_saliency_maps,_input_reduction,_and_adversarial_perturbations"
1908.05596,PROPOSED,Method_Natural_language_processing
2306.02307,PROPOSED,Method_Adaptive_inference
2205.10743,PROPOSED,Method_machine_learning
2205.10743,PROPOSED,Method_text_vectorization
2211.07349,PROPOSED,Method_BitFit
2202.03725,PROPOSED,Method_Automatic_Speech_Recognition
2202.03725,PROPOSED,Method_ASR
2202.03725,PROPOSED,Method_Natural_Language_Processing
2202.03725,PROPOSED,Method_NLP
2007.02758,PROPOSED,Method_SVM
2007.02758,PROPOSED,Method_tinomial_Naive_Bayes
1909.03084,PROPOSED,Method_DISP
2408.04556,PROPOSED,Method_parameter-efficient_fine-tuning
2403.15587,PROPOSED,Method_Crowd_Decision_Making
1803.05662,PROPOSED,Method_SR-BRCNN
1907.04286,PROPOSED,Method_Cui2Vec
1907.04286,PROPOSED,Method_ESP
1907.04286,PROPOSED,Method_BERT
1907.04286,PROPOSED,Method_Bidirectional_Encoder_Representations_from_Transformers
2212.06334,PROPOSED,Method_Auto-labelling_of_Bug_Report_using_Natural_Language_Processing
1807.03583,PROPOSED,Method_Kneser-Ney_smoothing
1807.03583,PROPOSED,Method_Modified_Kneser-Ney_smoothing
1807.03583,PROPOSED,Method_MKNS
2211.11216,PROPOSED,Method_natural_language
2411.18306,PROPOSED,Method_manual_keyword_enumeration
2112.07011,PROPOSED,Method_Event_Based_Time-Vectors
2307.14587,PROPOSED,Method_Artificial_intelligence-aided_protein_engineering
2004.06660,PROPOSED,Method_RIPPLe
2004.06660,PROPOSED,Method_Embedding_Surgery
2404.15289,PROPOSED,Method_EEG
2404.15289,PROPOSED,Method_EEGDiR
2404.15289,PROPOSED,Method_Electroencephalogram
2404.15289,PROPOSED,Method_Retentive_Network_Electroencephalogram
2109.04939,PROPOSED,Method_Modeling_Human_Sentence_Processing_with_Left-Corner_Recurrent_Neural_Network_Grammars
2108.10197,PROPOSED,Method_KD
2108.10197,PROPOSED,Method_Knowledge_Distillation
2206.05229,PROPOSED,Method_Measuring_the_Carbon_Intensity_of_AI_in_Cloud_Instances
2102.07071,PROPOSED,Method_pruning
2102.07071,PROPOSED,"Method_low-rank_methods_by_a_large_margin_(8%_or_more)._Additionally,_we_show_that_doped_KP"
2304.13567,PROPOSED,Method_Random_Position_Shifting
2304.13567,PROPOSED,Method_Context_Perturbation
1604.05875,PROPOSED,Method_Distributed_Entity_Disambiguation
2406.06578,PROPOSED,Method_Natural_Language_Processing
2406.06578,PROPOSED,Method_stop_word_removal
2401.02013,PROPOSED,Method_XGBoost
2401.02013,PROPOSED,Method_Logistic_Regression
2212.06951,PROPOSED,Method_natural_language_processing
2402.09025,PROPOSED,Method_Pruning
2307.16877,PROPOSED,Method_human_evaluation
2009.06206,PROPOSED,Method_relation_extraction
2407.02791,PROPOSED,Method_model-based_testing
2407.02791,PROPOSED,Method_chatbot-style_testing
2409.18819,PROPOSED,Method_OpenAI_Whisper
1808.07931,PROPOSED,Method_Financial_Aspect-Based_Sentiment_Analysis_using_Deep_Representations
2201.08919,PROPOSED,Method_Bert-base
2303.02198,PROPOSED,Method_Pattern-Exploiting_Training
2303.02198,PROPOSED,Method_Easy_Data_Augmentation
2303.02198,PROPOSED,Method_PET
2303.02198,PROPOSED,Method_Back-Translation
2303.02198,PROPOSED,Method_Grayscaling
2205.11961,PROPOSED,Method_ATTEMPT
1911.01857,PROPOSED,Method_Video_Captioning_with_Text-based_Dynamic_Attention_and_Step-by-Step_Learning
2312.03736,PROPOSED,Method_Machine_learning
2301.13003,PROPOSED,Method_Hierarchical_Distillation
2212.00999,PROPOSED,Method_IRE
2311.01684,PROPOSED,Method_answer_space_expansion
2410.16410,PROPOSED,Method_Subword_Embedding_from_Bytes
1403.6381,PROPOSED,Method_Machine_translation
1403.6381,PROPOSED,Method_machine_learning
2003.03131,PROPOSED,Method_Morfessor_EM+Prune
2411.07850,PROPOSED,Method_IAE
2204.03465,PROPOSED,Method_Natural_Language_Processing
1603.06571,PROPOSED,Method_Skip-Gram
2203.01976,PROPOSED,Method_Overlap-based_Vocabulary_Generation
2405.11704,PROPOSED,Method_ms
2405.11704,PROPOSED,Method_knowledge_distillation
2405.11704,PROPOSED,"Method_ion,_pruning"
1606.05611,PROPOSED,Method_Natural_Language_Processing
1606.05611,PROPOSED,Method_Machine_Learning
2402.09934,PROPOSED,Method_Twitter
2103.15593,PROPOSED,Method_Tree-structured_Parzen_Estimator_Ensemble_Selection
2103.15593,PROPOSED,Method_WAETL
2103.15593,PROPOSED,Method_Weighted_Average_Ensemble_for_Transfer_Learning
2109.06939,PROPOSED,Method_Multi-task_learning_with_transformer_encoders
1707.02387,PROPOSED,Method_Dynamic_Constraint_Mapping
2006.08686,PROPOSED,Method_Computer_Vision
2003.02647,PROPOSED,Method_Watch_and_learn
1705.09656,PROPOSED,Method_machine_learning
2311.01895,PROPOSED,Method_sentiment_analysis
2304.07193,PROPOSED,Method_self-supervis
2309.16609,PROPOSED,Method_Reinforcement_Learning_from_Human_Feedback
2304.03153,PROPOSED,Method_Large_Pretrained_Language_Models
2301.09790,PROPOSED,Method_omatic_and_human_evaluation
1808.09386,PROPOSED,Method_framing
2102.05951,PROPOSED,Method_Text_Compression-aided_Transformer_Encoding
2302.07324,PROPOSED,Method_speech_input
2309.04725,PROPOSED,Method_EPA
2210.17234,PROPOSED,Method_natural_language_processing
2110.03851,PROPOSED,Method_semantic_analysis
2012.02098,PROPOSED,Method_natural_language_processing_(NLP)_algorithms
2107.07928,PROPOSED,Method_TEM
2107.07928,PROPOSED,Method_Truncated_Exponential_Mechanism
2203.04226,PROPOSED,Method_OCP-DCT
2203.04226,PROPOSED,Method_different-charging-time
2203.04226,PROPOSED,Method_OCP-SCT
2203.04226,PROPOSED,Method_same-charging-time
2404.12352,PROPOSED,Method_In-Context_Labeling_and_In-Context_Enhancing
2307.03687,PROPOSED,Method_statistical_text_analysis
2307.03687,PROPOSED,Method_natural_language_processing
2307.03687,PROPOSED,Method_standard_inferential_techniques
2109.07424,PROPOSED,Method_MLM
2109.07424,PROPOSED,Method_Masked_Language_Modeling
2109.07424,PROPOSED,Method_SupCLSeq
2006.16362,PROPOSED,Method_Multi-Head_Attention:_Collaborate_Instead_of_Concatenate
2212.09573,PROPOSED,Method_Machine_Learning
2501.08598,PROPOSED,Method_LlamaRestTest
2202.12107,PROPOSED,Method_Natural_Language_Processing
2202.12107,PROPOSED,Method_Python
2408.04638,PROPOSED,Method_P-Tuning
2408.04638,PROPOSED,Method_LoRA
2408.04638,PROPOSED,Method_Prompt_Tuning
2405.06704,PROPOSED,Method_machine_learning
2405.06704,PROPOSED,Method_Sentiment_Inconsistency_Analysis
2405.00377,PROPOSED,Method_Python
2101.10537,PROPOSED,Method_machine_learning
2406.09765,PROPOSED,Method_text_mining_methods
2406.09765,PROPOSED,Method_text_data_preprocessing_and_feature_extraction
2104.09570,PROPOSED,Method_Syntax-guided_Graph_Transformer
2104.09570,PROPOSED,Method_end-to-end_temporal_relation_extraction
2408.04197,PROPOSED,Method_SEM
2408.04197,PROPOSED,Method_Clicked_>_Skipped
2408.04197,PROPOSED,Method_Clicked_>_Non-Clicked
2210.03324,PROPOSED,Method_automated_machine_learning
2210.03324,PROPOSED,Method_catalyst_discovery
2210.03324,PROPOSED,Method_wind_power_forecasting
2409.12990,PROPOSED,Method_Hyperbolic_Geometry
2207.04003,PROPOSED,Method_machine_learning
2303.12014,PROPOSED,Method_content_analysis
2303.12014,PROPOSED,Method_graph_mining
2303.12014,PROPOSED,Method_time_series_analysis
2310.10930,PROPOSED,Method_Enhanced_Transformer_Architecture_for_Natural_Language_Processing
2309.13165,PROPOSED,Method_Max_Incorrect@1
2302.02008,PROPOSED,Method_internal_scoring
2310.17894,PROPOSED,Method_semantic_parsing
2310.17894,PROPOSED,Method_LLMs
2003.07507,PROPOSED,Method_Multi-label_natural_language_processing
2003.07507,PROPOSED,Method_Bidirectional_Encoder_Representations_from_Transformers
2210.14304,PROPOSED,Method_adaptive_decision_boundary_(ADB)_post-processi
2210.14304,PROPOSED,Method_prefix-tuning_and_fine-tuning
2407.19299,PROPOSED,Method_Low-Rank_Adaptation
1804.10669,PROPOSED,Method_Deep_Speech_Denoising_with_Vector_Space_Projections
2205.08124,PROPOSED,Method_multi-task_learning
2205.08124,PROPOSED,Method_Multi-Task_Learning_vs_Intermediate_Fine-Tuning
2205.08124,PROPOSED,Method_pairwise
0811.1260,PROPOSED,Method_t-test
2212.10728,PROPOSED,Method_Python
2212.10728,PROPOSED,Method_Deep_Learning
1605.05087,PROPOSED,Method_CA
2104.03848,PROPOSED,Method_preprocessing_techniques
2104.03848,PROPOSED,Method_preprocessing
2109.01134,PROPOSED,Method_Context_Optimization
2109.01134,PROPOSED,Method_unified_context_and_class-specific_context
2210.06828,PROPOSED,Method_machine_reading_comprehension
2210.06828,PROPOSED,Method_mini-tests
2310.16485,PROPOSED,Method_Python
2310.16485,PROPOSED,Method_eventdetector-ts
2302.14233,PROPOSED,Method_OpenD5
2502.18915,PROPOSED,Method_Early_Noise_Dropping
2502.12276,PROPOSED,Method_Story_Grammar_Semantic_Matching
2310.14326,PROPOSED,Method_Mask-Step_Modelling
2502.16806,PROPOSED,Method_KD
2502.16806,PROPOSED,Method_CoT2Align
2212.04098,PROPOSED,Method_2D_and_3D
2408.17428,PROPOSED,Method_OCR
2408.17428,PROPOSED,Method_Optical_Character_Recognition
2212.09254,PROPOSED,Method_TextGrad
2312.12604,PROPOSED,Method_machine_and_deep_learning_(ML/DL)_algorithms
2312.12604,PROPOSED,Method_Oracle_Approximation
2312.12604,PROPOSED,Method_Statistical_Testing
2312.12604,PROPOSED,Method_Negative_Testing
2403.12881,PROPOSED,Method_LLMs
2204.12024,PROPOSED,Method_REPRINT
2305.14450,PROPOSED,Method_LLMs
1806.03688,PROPOSED,Method_Python
2109.00025,PROPOSED,Method_GloVe
2109.00025,PROPOSED,Method_Word2Vec
2109.00025,PROPOSED,Method_FastText
2109.00025,PROPOSED,Method_feature_based_and_fine-tuning
2305.17073,PROPOSED,Method_rpretation
2403.01554,PROPOSED,Method_Transformer-XL
1906.09569,PROPOSED,Method_computational_linguistics
1906.09569,PROPOSED,Method_natural_language_processing
1906.09569,PROPOSED,Method_text_analysis
2407.19914,PROPOSED,Method_machine_learning
2206.02039,PROPOSED,Method_natural_language_processing
2403.06354,PROPOSED,Method_audio
2403.06354,PROPOSED,Method_vision
2403.06354,PROPOSED,Method_LLaVA
2312.15536,PROPOSED,Method_Computer_Vision
1711.10327,PROPOSED,Method_Latent_semantic_analysis
1810.08740,PROPOSED,Method_MT
2307.02435,PROPOSED,Method_Prompt_Pooling_with_Teacher_Forcing
2307.02435,PROPOSED,Method_Prompt_Pooling
2406.09790,PROPOSED,Method_Pcc-tuning
2003.02912,PROPOSED,Method_Making_Sense_of_Language-Specific_BERT_Models
2405.03058,PROPOSED,Method_Non-Linear_Programming
2410.15021,PROPOSED,Method_Metric-augmented_MBR
2410.15021,PROPOSED,Method_MAMBR
1907.03230,PROPOSED,Method_RE
2405.07500,PROPOSED,Method_manually_crafted_thesauri
2405.07500,PROPOSED,Method_machine_learning_models
2411.08610,PROPOSED,Method_PET
2411.08610,PROPOSED,Method_PET_approaches_like_prompt_tuning_and_LoRA
2208.06525,PROPOSED,Method_Automated_Utterance_Labeling_of_Conversations_Using_Natural_Language_Processing
2208.06525,PROPOSED,Method_RoBERTa-CON
2208.06525,PROPOSED,Method_Python
2308.15996,PROPOSED,Method_DTrOCR
2308.15996,PROPOSED,Method_Decoder-only_Transformer_for_Optical_Character_Recognition
2403.16995,PROPOSED,Method_Language_Rectified_Flow
2410.04404,PROPOSED,Method_CiMaTe
1906.12039,PROPOSED,Method_language_modeling
2004.03794,PROPOSED,"Method_CALM,_Continuous_Adaptive_Learning_for_Language_Modeling"
2406.03115,PROPOSED,Method_EEG
2409.11147,PROPOSED,Method_Reasoning_Graph-enhanced_Exemplar_Retrieval
2312.12773,PROPOSED,Method_state-of-the-art
1402.0578,PROPOSED,Method_Natural_Language_Inference_for_Arabic_Using_Extended_Tree_Edit_Distance_with_Subtrees
2312.16311,PROPOSED,Method_automatic_natural_language_processing_and_generation
2308.10529,PROPOSED,Method_typing
2305.07224,PROPOSED,Method_raction_attribution
2210.00788,PROPOSED,Method_prompt-tuning
2210.00788,PROPOSED,Method_Adapter
2210.00788,PROPOSED,Method_visual-PETL
2210.00788,PROPOSED,Method_V-PETL
2106.09069,PROPOSED,Method_Machine_learning
2108.07638,PROPOSED,Method_Emotion_Recognition
2007.06225,PROPOSED,Method_Deep_Learning
2311.18450,PROPOSED,Method_fine-tuning_or_enriching_user_prompts_with_contextualized_information
2311.18450,PROPOSED,Method_CodeBuddy
2004.05904,PROPOSED,Method_cluster_analysis
2107.04553,PROPOSED,Method_language_models
2010.12563,PROPOSED,Method_Concealed_Data_Poisoning_Attacks_on_NLP_Models
1806.01954,PROPOSED,Method_machine_learning
2309.06256,PROPOSED,Method_OpenLLaMA-3B
2309.06256,PROPOSED,Method_model_averaging
2502.02048,PROPOSED,Method_Constrastive_Learning
1909.00964,PROPOSED,Method_cross-lingual_masked_language_model
1909.00964,PROPOSED,Method_cross-lingual_paraphrase_classification
1909.00964,PROPOSED,Method_XQA
2306.01771,PROPOSED,Method_NLP
2306.01771,PROPOSED,Method_machine_learning
2306.01771,PROPOSED,Method_ProcessGPT
2209.14409,PROPOSED,Method_Natural_Language_Processing
2209.14409,PROPOSED,Method_Machine_Learning
2210.04782,PROPOSED,Method_Robust_Contrastive_Pretraining
2210.04782,PROPOSED,Method_RCP
2403.04643,PROPOSED,Method_replacement_or_eviction
2404.03189,PROPOSED,Method_CT
2306.03208,PROPOSED,Method_dynamic_data_pruning
2501.17598,PROPOSED,Method_SCR-CE
2501.17598,PROPOSED,Method_Entity-based_Enhancement
2501.17598,PROPOSED,Method_SCR-EE
2501.17598,PROPOSED,Method_Concept-based_Enhancement
2310.15135,PROPOSED,Method_machine_translation
2310.15135,PROPOSED,Method_automatic_speech_recognition
2111.09564,PROPOSED,Method_masked_language_modeling
1708.00993,PROPOSED,Method_Multi-task_Learning
2402.01829,PROPOSED,Method_Deep_Learning
2402.01829,PROPOSED,Method_Natural_Language_Processing
1902.04714,PROPOSED,Method_natural_language_processing
2310.20089,PROPOSED,Method_Keyword-optimized_Template_Insertion_for_Clinical_Information_Extraction_via_Prompt-based_Learning
2310.20089,PROPOSED,Method_KOTI
2206.04246,PROPOSED,Method_chest_X-ray_images
2206.04246,PROPOSED,Method_x-ray
2206.04246,PROPOSED,Method_Chest_X-ray
2309.17361,PROPOSED,Method_jointly_learnable_codebooks_and_mappings
2204.02906,PROPOSED,Method_Knowledge_Base_Index_Compression_via_Dimensionality_and_Precision_Reduction
2106.03164,PROPOSED,Method_adapter-based_tuning
2211.00321,PROPOSED,Method_Improving_Variational_Autoencoders_with_Density_Gap-based_Regularization
2203.10716,PROPOSED,Method_DL
2203.10716,PROPOSED,Method_Machine_Learning_(ML)_and_Deep_Learning
2203.10716,PROPOSED,Method_statistical_testing
2203.10716,PROPOSED,Method_data_partitioning
2011.08612,PROPOSED,Method_puting
2011.08612,PROPOSED,Method_edge_computing
2011.08612,PROPOSED,Method_fog_computing
2109.00055,PROPOSED,Method_Sentence_Bottleneck_Autoencoders_from_Transformer_Language_Models
2006.05113,PROPOSED,Method_EEG
2006.05113,PROPOSED,Method_electroencephalography
2409.11282,PROPOSED,Method_FLAN-T5
