head,relation,tail
2309.11674,RESEARCH_ON,Task_translation_knowledge
2410.12874,RESEARCH_ON,Task_natural_language_generation
2008.08727,RESEARCH_ON,Task_bert
2403.19913,RESEARCH_ON,Task_question_answering
2306.12280,RESEARCH_ON,Task_twitter
1804.04212,RESEARCH_ON,Task_cognition
2409.04491,RESEARCH_ON,Task_proving
2404.01306,RESEARCH_ON,Task_cognition
2310.16755,RESEARCH_ON,Task_dom
2212.01683,RESEARCH_ON,Task_n_grams
2104.04488,RESEARCH_ON,Task_natural_language_processing
2410.08508,RESEARCH_ON,Task_simulation
2101.01337,RESEARCH_ON,Task_natural_language_processing
2106.15986,RESEARCH_ON,Task_natural_language_processing
2403.12316,RESEARCH_ON,Task_natural_language_processing
1411.0588,RESEARCH_ON,Task_dictionary
2009.12452,RESEARCH_ON,Task_bert
2205.12548,RESEARCH_ON,Task_text_classification
2205.12548,RESEARCH_ON,Task_cognition
2208.00173,RESEARCH_ON,Task_bert
2410.07020,RESEARCH_ON,Task_learning
2209.11429,RESEARCH_ON,Task_natural_language_processing
2404.01399,RESEARCH_ON,Task_web_mining
2004.10645,RESEARCH_ON,Task_ambiguity
2403.06082,RESEARCH_ON,Task_law_revisions
2404.14301,RESEARCH_ON,Task_parsing
2109.14394,RESEARCH_ON,Task_natural_language_processing
2202.08906,RESEARCH_ON,Task_learning
1903.10104,RESEARCH_ON,Task_evaluation
2109.13984,RESEARCH_ON,Task_question_answering
2305.03287,RESEARCH_ON,Task_gpt
2211.05344,RESEARCH_ON,Task_bert
2101.04158,RESEARCH_ON,Task_bert
2206.06522,RESEARCH_ON,Task_vrml
2012.00876,RESEARCH_ON,Task_natural_language_processing
2211.11838,RESEARCH_ON,Task_natural_language_processing
2202.07880,RESEARCH_ON,Task_natural_language_processing
2303.05063,RESEARCH_ON,Task_dci
1906.01145,RESEARCH_ON,Task_natural_language_processing
2303.10368,RESEARCH_ON,Task_simulation
2312.12021,RESEARCH_ON,Task_france
2407.13297,RESEARCH_ON,Task_text_classification
1809.06858,RESEARCH_ON,Task_france
2001.11136,RESEARCH_ON,Task_parsing
2010.13006,RESEARCH_ON,Task_covid-19_tv_news
2404.19048,RESEARCH_ON,Task_text_classification
1801.09718,RESEARCH_ON,Task_cognition
2010.02542,RESEARCH_ON,Task_crowdsourcing
2103.01913,RESEARCH_ON,Task_law_revisions
2010.08319,RESEARCH_ON,Task_text_classification
2212.03297,RESEARCH_ON,Task_speech_recognition
2304.01507,RESEARCH_ON,Task_france
1804.09540,RESEARCH_ON,Task_question_answering
2305.16726,RESEARCH_ON,Task_transformer
2307.02047,RESEARCH_ON,Task_bert
2308.01776,RESEARCH_ON,Task_cognition
2304.13712,RESEARCH_ON,Task_natural_language_processing
2404.01009,RESEARCH_ON,Task_translation_knowledge
2109.06939,RESEARCH_ON,Task_xml
2010.02695,RESEARCH_ON,Task_morphology
2106.10234,RESEARCH_ON,Task_speech_synthesis
2108.06209,RESEARCH_ON,Task_xml
2406.04220,RESEARCH_ON,Task_text_classification
2406.04220,RESEARCH_ON,Task_evaluation
2002.12247,RESEARCH_ON,Task_dictionary
2501.13758,RESEARCH_ON,Task_speech_recognition
2501.13758,RESEARCH_ON,Task_synset
2310.08757,RESEARCH_ON,Task_dictionary
2310.08757,RESEARCH_ON,Task_dictionary
2401.14373,RESEARCH_ON,Task_cognition
2407.11606,RESEARCH_ON,Task_cognition
2202.11844,RESEARCH_ON,Task_france
2409.17628,RESEARCH_ON,Task_natural_language_generation
2108.02605,RESEARCH_ON,Task_natural
2111.10952,RESEARCH_ON,Task_text_classification
2303.00293,RESEARCH_ON,Task_text_analysis
2210.15497,RESEARCH_ON,Task_modularization
2407.10930,RESEARCH_ON,Task_language_models
1705.10591,RESEARCH_ON,Task_cognition
2406.06290,RESEARCH_ON,Task_navigation
2406.00314,RESEARCH_ON,Task_text_processing
2104.06546,RESEARCH_ON,Task_natural_language_processing
2202.02976,RESEARCH_ON,Task_learning
2309.08272,RESEARCH_ON,Task_modularization
2206.07106,RESEARCH_ON,Task_navigation
1910.03756,RESEARCH_ON,Task_simulation
2004.01099,RESEARCH_ON,Task_dictionary
2104.14337,RESEARCH_ON,Task_natural_language_processing
2306.03346,RESEARCH_ON,Task_vrml
2010.06041,RESEARCH_ON,Task_cognition
2405.02132,RESEARCH_ON,Task_natural_language_processing
2206.11502,RESEARCH_ON,Task_cognition
2006.06402,RESEARCH_ON,Task_bert
2310.03123,RESEARCH_ON,Task_natural_language_processing
2206.00192,RESEARCH_ON,Task_natural_language_processing
